date,order_id,customer_id,sku,revenue,quantity,profit,margin,year,month,week,day_of_week,day_of_month,month_name,Бренд,Категория,Тип,current_price,segment,tier,avg_price,profit_margin
2025-07-02,ORD543266,57636631,HHH_Red_3578,3100,2,3023.0,0.9751612903225808,2025,7,27,Wednesday,2,July,KZDOO,Чехлы,Чехол для смартфона,3100.0,Potential Loyalists,Silver,1550.0,0.9751612903225807
2025-08-02,ORD266823,42236708,HHH_Green_6711,5580,3,9290.8,1.0,2025,8,31,Saturday,2,August,KZDOO,Чехлы,Чехол для смартфона,5580.0,Loyal Customers,Platinum,1860.0,1.6650179211469534
2025-02-12,ORD945984,52732703,CCC_Pink_7226,6200,1,592.0,0.0954838709677419,2025,2,7,Wednesday,12,February,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,6200.0,Loyal Customers,Platinum,6200.0,0.09548387096774194
2025-09-14,ORD809271,25673692,HHH_Titanium_2410,8500,3,14444.0,1.0,2025,9,37,Sunday,14,September,KZDOO,Чехлы,Чехол для смартфона,8500.0,High Value New Customers,Platinum,2833.3333333333335,1.6992941176470588
2025-04-11,ORD648377,64089075,GGG_Purple_7302,4600,3,7510.0,1.0,2025,4,15,Friday,11,April,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,4600.0,Loyal Customers,Platinum,1533.3333333333333,1.632608695652174
2025-05-18,ORD785176,16278472,EEE_Blue_7850,7180,4,18427.2,1.0,2025,5,20,Sunday,18,May,KZDOO,Чехлы,Чехол для смартфона,7180.0,High Value New Customers,Gold,1795.0,2.5664623955431756
2025-05-07,ORD298590,72864961,BBB_Red_7058,6980,4,19486.8,1.0,2025,5,19,Wednesday,7,May,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,Loyal Customers,Gold,1745.0,2.791805157593123
2025-07-05,ORD197644,96712748,FFF_White_8621,11100,3,21173.0,1.0,2025,7,27,Saturday,5,July,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Gold,3700.0,1.9074774774774774
2025-05-25,ORD692956,71218572,BBB_White_1747,3100,3,5774.0,1.0,2025,5,21,Sunday,25,May,KZDOO,Чехлы,Чехол для смартфона,3100.0,Loyal Customers,Gold,1033.3333333333333,1.8625806451612903
2025-02-01,ORD742103,34800221,CCC_Black_1999,1120,2,666.5999999999999,0.5951785714285713,2025,2,5,Saturday,1,February,REMAX,Защитные пленки и стекла,Защитное стекло,1120.0,Potential Loyalists,Silver,560.0,0.5951785714285713
2025-03-30,ORD748329,91781807,HHH_Black_7583,5300,4,14015.0,1.0,2025,3,13,Sunday,30,March,KZDOO,Чехлы,Чехол для смартфона,5300.0,Cannot Lose Them,Silver,1325.0,2.6443396226415095
2025-05-08,ORD951146,35892837,GGG_Clear_7869,11000,4,29435.0,1.0,2025,5,19,Thursday,8,May,KZDOO,Чехлы,Чехол для смартфона,11000.0,Cannot Lose Them,Silver,2750.0,2.675909090909091
2025-02-27,ORD943831,61640595,AAA_Purple_8645,3380,2,3324.0,0.983431952662722,2025,2,9,Thursday,27,February,KZDOO,Чехлы,Чехол для смартфона,3380.0,Loyal Customers,Gold,1690.0,0.9834319526627219
2025-08-27,ORD756708,66144867,CCC_Blue_3895,9180,1,874.3999999999996,0.0952505446623093,2025,8,35,Wednesday,27,August,KZDOO,Чехлы,Чехол для смартфона,9180.0,High Value New Customers,Platinum,9180.0,0.09525054466230932
2025-06-07,ORD321705,24653069,BBB_Pink_6893,4980,4,12592.2,1.0,2025,6,23,Saturday,7,June,KZDOO,Чехлы,Чехол для смартфона,4980.0,213,Silver,1245.0,2.52855421686747
2025-03-09,ORD241966,52732703,CCC_Pink_7226,6200,4,16933.0,1.0,2025,3,10,Sunday,9,March,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,6200.0,Loyal Customers,Platinum,1550.0,2.7311290322580644
2025-05-02,ORD535046,13642174,BBB_Black_4746,5500,1,1188.0,0.216,2025,5,18,Friday,2,May,KZDOO,Чехлы,Чехол для смартфона,5500.0,113,Bronze,5500.0,0.216
2025-01-25,ORD718663,27451798,EEE_White_1885,1580,4,3610.6,1.0,2025,1,4,Saturday,25,January,REMAX,Защитные пленки и стекла,Защитное стекло,1580.0,At Risk,Bronze,395.0,2.2851898734177216
2025-07-27,ORD930548,23245835,GGG_Red_8772,2980,4,7265.6,1.0,2025,7,30,Sunday,27,July,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Silver,745.0,2.4381208053691275
2025-08-02,ORD357574,51863845,AAA_Pink_2206,420,1,-161.8,-0.3852380952380952,2025,8,31,Saturday,2,August,Panasonic,Батарейки и аккумуляторы,Батарейка,420.0,Potential Loyalists,Bronze,420.0,-0.38523809523809527
2025-06-19,ORD324956,71602389,CCC_Clear_3162,5100,1,764.0,0.1498039215686274,2025,6,25,Thursday,19,June,KZDOO,Чехлы,Чехол для наушников,5100.0,Potential Loyalists,Silver,5100.0,0.14980392156862746
2025-07-12,ORD435476,66144867,CCC_Blue_3895,9180,3,16865.6,1.0,2025,7,28,Saturday,12,July,KZDOO,Чехлы,Чехол для смартфона,9180.0,High Value New Customers,Platinum,3060.0,1.8372113289760348
2025-01-14,ORD680633,92519435,HHH_Blue_6459,5980,2,6772.0,1.0,2025,1,3,Tuesday,14,January,KZDOO,Чехлы,Чехол для смартфона,5980.0,At Risk,Bronze,2990.0,1.1324414715719064
2025-05-18,ORD131857,34643765,GGG_Black_5712,6980,2,6579.4,0.9426074498567336,2025,5,20,Sunday,18,May,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,Loyal Customers,Platinum,3490.0,0.9426074498567335
2025-05-11,ORD165933,60736622,HHH_Pink_2327,9380,1,917.1999999999998,0.0977825159914712,2025,5,19,Sunday,11,May,KZDOO,Чехлы,Чехол для смартфона,9380.0,Cannot Lose Them,Gold,9380.0,0.0977825159914712
2025-05-11,ORD165933,60736622,HHH_Pink_2327,9380,1,917.1999999999998,0.0977825159914712,2025,5,19,Sunday,11,May,KZDOO,Чехлы,Чехол для смартфона,9380.0,Cannot Lose Them,Gold,9380.0,0.0977825159914712
2025-09-12,ORD510685,39196346,AAA_Purple_3049,5980,1,206.5999999999999,0.0345484949832775,2025,9,37,Friday,12,September,KZDOO,Чехлы,Чехол для смартфона,5980.0,High Value New Customers,Gold,5980.0,0.034548494983277576
2025-02-21,ORD269396,12665141,EEE_Clear_2689,5580,4,15540.4,1.0,2025,2,8,Friday,21,February,KZDOO,Чехлы,Чехол для смартфона,5580.0,325,Gold,1395.0,2.7850179211469532
2025-07-16,ORD852260,87233179,DDD_Blue_9263,5500,3,9210.0,1.0,2025,7,29,Wednesday,16,July,K-DOO,Чехлы,Чехол для смартфона,5500.0,High Value New Customers,Platinum,1833.3333333333333,1.6745454545454546
2025-06-02,ORD913327,54150352,HHH_Titanium_2732,1690,3,2825.7,1.0,2025,6,23,Monday,2,June,KZDOO,Чехлы,Чехол для смартфона,1690.0,At Risk,Bronze,563.3333333333334,1.6720118343195265
2025-02-17,ORD861081,27622520,CCC_Purple_8847,3490,1,415.9000000000001,0.1191690544412607,2025,2,8,Monday,17,February,KZDOO,Чехлы,Чехол для смартфона,3490.0,Cannot Lose Them,Silver,3490.0,0.11916905444126077
2025-06-25,ORD184604,72387757,HHH_White_1327,700,4,1364.0,1.0,2025,6,26,Wednesday,25,June,Varta,Батарейки и аккумуляторы,Батарейка,700.0,At Risk,Bronze,175.0,1.9485714285714286
2025-05-15,ORD894573,33150933,CCC_Purple_8000,5580,4,15677.6,1.0,2025,5,20,Thursday,15,May,KZDOO,Чехлы,Чехол для смартфона,5580.0,213,Silver,1395.0,2.8096057347670254
2025-08-28,ORD487778,29875570,DDD_Black_2486,660,2,332.4,0.5036363636363635,2025,8,35,Thursday,28,August,Robiton,Батарейки и аккумуляторы,Батарейка,660.0,541,Gold,330.0,0.5036363636363635
2025-02-26,ORD316658,10145273,DDD_Red_7490,3490,2,3621.4,1.0,2025,2,9,Wednesday,26,February,KEEPHONE,Чехлы,Чехол для смартфона,3490.0,Loyal Customers,Platinum,1745.0,1.037650429799427
2025-01-08,ORD139542,37897172,DDD_Titanium_2057,4980,4,12581.0,1.0,2025,1,2,Wednesday,8,January,KZDOO,Чехлы,Чехол для смартфона,4980.0,Cannot Lose Them,Silver,1245.0,2.526305220883534
2025-01-27,ORD395323,46536130,HHH_Black_9412,3690,2,3562.2,0.9653658536585366,2025,1,5,Monday,27,January,KEEPHONE,Чехлы,Чехол для смартфона,3690.0,About To Sleep,Silver,1845.0,0.9653658536585366
2025-02-10,ORD391600,25324439,HHH_Red_4713,2000,1,-73.0,-0.0365,2025,2,7,Monday,10,February,Нет бренда,Чехлы,Чехол для смартфона,2000.0,New Customers,Gold,2000.0,-0.0365
2025-08-10,ORD653827,29143377,CCC_Titanium_5503,380,4,745.2,1.0,2025,8,32,Sunday,10,August,Нет бренда,Чехлы,Чехол для смартфона,380.0,New Customers,Gold,95.0,1.9610526315789474
2025-01-18,ORD791691,35690160,GGG_Purple_2856,5648,2,6060.68,1.0,2025,1,3,Saturday,18,January,KZDOO,Чехлы,Чехол для смартфона,5648.0,324,Gold,2824.0,1.0730665722379604
2025-09-05,ORD668573,74952520,DDD_Green_2949,4980,3,8266.4,1.0,2025,9,36,Friday,5,September,KZDOO,Чехлы,Чехол для смартфона,4980.0,High Value New Customers,Gold,1660.0,1.6599196787148593
2025-03-09,ORD434662,58484682,GGG_Green_9626,4380,4,11707.4,1.0,2025,3,10,Sunday,9,March,KZDOO,Чехлы,Чехол для смартфона,4380.0,Loyal Customers,Platinum,1095.0,2.672922374429224
2025-04-13,ORD340374,78884710,AAA_White_5168,11990,4,32302.5,1.0,2025,4,15,Sunday,13,April,KZDOO,Чехлы,Чехол для смартфона,11990.0,High Value New Customers,Platinum,2997.5,2.6941201000834027
2025-03-14,ORD885576,91756346,FFF_Titanium_8810,4000,3,6712.0,1.0,2025,3,11,Friday,14,March,KZDOO,Чехлы,Чехол для смартфона,4000.0,At Risk,Bronze,1333.3333333333333,1.678
2025-09-01,ORD857319,53977919,GGG_White_4695,5580,1,-183.80000000000013,-0.0329390681003584,2025,9,36,Monday,1,September,KZDOO,Чехлы,Чехол для смартфона,5580.0,High Value New Customers,Gold,5580.0,-0.032939068100358446
2025-01-22,ORD307672,44699881,BBB_Clear_9485,6780,3,11506.4,1.0,2025,1,4,Wednesday,22,January,KEEPHONE,Чехлы,Чехол для смартфона,6780.0,Cannot Lose Them,Silver,2260.0,1.6971091445427728
2025-07-21,ORD811297,93054617,BBB_Purple_1296,2700,4,6953.0,1.0,2025,7,30,Monday,21,July,KZDOO,Чехлы,Чехол для смартфона,2700.0,Potential Loyalists,Silver,675.0,2.5751851851851852
2025-04-13,ORD931980,77629680,AAA_Pink_1762,6580,1,139.39999999999964,0.0211854103343464,2025,4,15,Sunday,13,April,KEEPHONE,Чехлы,Чехол для смартфона,6580.0,Cannot Lose Them,Silver,6580.0,0.021185410334346448
2025-04-11,ORD576217,74588621,HHH_Titanium_9363,2550,2,2593.5,1.0,2025,4,15,Friday,11,April,KZDOO,Чехлы,Чехол для смартфона,2550.0,Champions,Platinum,1275.0,1.0170588235294118
2025-09-03,ORD766960,88610207,CCC_Titanium_7564,10200,2,8646.0,0.8476470588235294,2025,9,36,Wednesday,3,September,Неизвестно,Чехлы,Неизвестно,10200.0,High Value New Customers,Platinum,5100.0,0.8476470588235294
2025-07-29,ORD318367,83953719,BBB_Blue_5153,6980,2,7594.799999999999,1.0,2025,7,31,Tuesday,29,July,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,325,Gold,3490.0,1.088080229226361
2025-06-03,ORD423744,12105804,CCC_Clear_2175,7828,4,20732.88,1.0,2025,6,23,Tuesday,3,June,KZDOO,Чехлы,Чехол для смартфона,7828.0,325,Gold,1957.0,2.648553909044456
2025-04-30,ORD407513,67730240,DDD_Pink_2219,2600,3,4450.0,1.0,2025,4,18,Wednesday,30,April,KEEPHONE,Чехлы,Чехол для смартфона,2600.0,New Customers,Silver,866.6666666666666,1.7115384615384615
2025-08-22,ORD514978,50680192,BBB_Red_5304,11000,1,430.0,0.039090909090909,2025,8,34,Friday,22,August,KZDOO,Чехлы,Чехол для смартфона,11000.0,New Customers,Silver,11000.0,0.03909090909090909
2025-06-14,ORD289935,31684574,CCC_Green_3802,2590,2,1580.8000000000002,0.6103474903474904,2025,6,24,Saturday,14,June,KZDOO,Чехлы,Чехол для смартфона,2590.0,Potential Loyalists,Silver,1295.0,0.6103474903474904
2025-08-18,ORD248458,91964708,GGG_Purple_5633,2380,1,-183.0,-0.076890756302521,2025,8,34,Monday,18,August,KZDOO,Чехлы,Чехол для смартфона,2380.0,New Customers,Gold,2380.0,-0.07689075630252101
2025-09-08,ORD857276,51023847,FFF_Green_1065,4990,4,12406.1,1.0,2025,9,37,Monday,8,September,KZDOO,Чехлы,Чехол для смартфона,4990.0,High Value New Customers,Gold,1247.5,2.4861923847695393
2025-01-30,ORD412216,71114241,FFF_Green_5405,1550,2,1314.0,0.847741935483871,2025,1,5,Thursday,30,January,KZDOO,Чехлы,Чехол для смартфона,1550.0,Potential Loyalists,Bronze,775.0,0.847741935483871
2025-04-07,ORD149879,27622520,CCC_Purple_8847,3490,4,9160.4,1.0,2025,4,15,Monday,7,April,KZDOO,Чехлы,Чехол для смартфона,3490.0,Cannot Lose Them,Silver,872.5,2.624756446991404
2025-09-08,ORD539537,12494667,EEE_Purple_6829,2980,3,5986.0,1.0,2025,9,37,Monday,8,September,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Gold,993.3333333333334,2.008724832214765
2025-02-26,ORD614246,27622520,CCC_Purple_8847,3490,4,8174.200000000001,1.0,2025,2,9,Wednesday,26,February,KZDOO,Чехлы,Чехол для смартфона,3490.0,Cannot Lose Them,Silver,872.5,2.3421776504297998
2025-09-22,ORD295964,19765974,BBB_White_6972,2980,4,7755.799999999999,1.0,2025,9,39,Monday,22,September,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Silver,745.0,2.602617449664429
2025-02-13,ORD981224,11135499,DDD_Pink_5595,5980,3,10418.8,1.0,2025,2,7,Thursday,13,February,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,213,Silver,1993.3333333333333,1.7422742474916386
2025-01-02,ORD605041,90338470,HHH_Pink_5159,9980,1,1693.0,0.1696392785571142,2025,1,1,Thursday,2,January,KZDOO,Чехлы,Чехол для смартфона,9980.0,High Value New Customers,Gold,9980.0,0.16963927855711422
2025-05-16,ORD275733,94463588,EEE_Pink_5016,4980,3,8558.6,1.0,2025,5,20,Friday,16,May,KEEPHONE,Чехлы,Чехол для смартфона,4980.0,324,Gold,1660.0,1.7185943775100403
2025-08-31,ORD603852,90338470,HHH_Pink_5159,9980,3,18329.4,1.0,2025,8,35,Sunday,31,August,KZDOO,Чехлы,Чехол для смартфона,9980.0,High Value New Customers,Gold,3326.6666666666665,1.836613226452906
2025-07-04,ORD515578,88322590,EEE_Red_4358,7180,4,19578.6,1.0,2025,7,27,Friday,4,July,KZDOO,Чехлы,Чехол для смартфона,7180.0,High Value New Customers,Gold,1795.0,2.7268245125348187
2025-08-16,ORD699902,60414566,AAA_Black_2294,2650,1,390.5,0.1473584905660377,2025,8,33,Saturday,16,August,KZDOO,Чехлы,Чехол для смартфона,2650.0,New Customers,Silver,2650.0,0.14735849056603773
2025-05-11,ORD651732,32921978,FFF_Purple_2135,7180,2,6203.6,0.8640111420612814,2025,5,19,Sunday,11,May,KZDOO,Чехлы,Чехол для смартфона,7180.0,235,Gold,3590.0,0.8640111420612814
2025-04-22,ORD191013,35122854,FFF_Titanium_2565,5500,3,10249.0,1.0,2025,4,17,Tuesday,22,April,KZDOO,Чехлы,Чехол для смартфона,5500.0,325,Gold,1833.3333333333333,1.8634545454545455
2025-06-11,ORD296243,52326977,DDD_Black_1564,1380,1,-230.20000000000005,-0.1668115942028986,2025,6,24,Wednesday,11,June,REMAX,Защитные пленки и стекла,Защитное стекло,1380.0,Potential Loyalists,Silver,1380.0,-0.1668115942028986
2025-04-13,ORD111516,29055787,FFF_Blue_7389,7180,3,11970.6,1.0,2025,4,15,Sunday,13,April,KZDOO,Чехлы,Чехол для смартфона,7180.0,235,Gold,2393.3333333333335,1.6672144846796657
2025-09-15,ORD181522,84822158,BBB_Blue_9580,5500,3,9224.0,1.0,2025,9,38,Monday,15,September,K-DOO,Чехлы,Чехол для смартфона,5500.0,Loyal Customers,Platinum,1833.3333333333333,1.6770909090909092
2025-08-17,ORD683026,41999620,CCC_Green_7276,1420,3,2126.4,1.0,2025,8,33,Sunday,17,August,Robiton,Батарейки и аккумуляторы,Батарейка,1420.0,New Customers,Silver,473.3333333333333,1.4974647887323944
2025-07-16,ORD937783,82355303,EEE_Black_2399,3380,3,6304.0,1.0,2025,7,29,Wednesday,16,July,KZDOO,Чехлы,Чехол для смартфона,3380.0,Potential Loyalists,Bronze,1126.6666666666667,1.8650887573964496
2025-08-21,ORD836468,69728328,HHH_Red_6449,1800,4,4546.0,1.0,2025,8,34,Thursday,21,August,Panasonic,Батарейки и аккумуляторы,Батарейка,1800.0,Loyal Customers,Gold,450.0,2.5255555555555556
2025-06-19,ORD803574,32712151,BBB_Blue_6933,5980,1,1158.3999999999996,0.1937123745819397,2025,6,25,Thursday,19,June,KZDOO,Чехлы,Чехол для смартфона,5980.0,213,Silver,5980.0,0.19371237458193974
2025-05-22,ORD559136,89466257,FFF_Green_6760,7828,1,983.4799999999996,0.1256361778231987,2025,5,21,Thursday,22,May,KZDOO,Чехлы,Чехол для смартфона,7828.0,Loyal Customers,Gold,7828.0,0.12563617782319872
2025-08-17,ORD282188,99453640,CCC_Green_7311,11100,1,1487.0,0.1339639639639639,2025,8,33,Sunday,17,August,KZDOO,Чехлы,Чехол для смартфона,11100.0,Loyal Customers,Platinum,11100.0,0.13396396396396396
2025-04-15,ORD217338,43138987,CCC_Green_3542,6580,3,11660.8,1.0,2025,4,16,Tuesday,15,April,KZDOO,Чехлы,Чехол для смартфона,6580.0,High Value New Customers,Platinum,2193.3333333333335,1.772158054711246
2025-05-19,ORD746740,24115955,HHH_Green_2539,5180,4,15036.0,1.0,2025,5,21,Monday,19,May,KZDOO,Чехлы,Чехол для смартфона,5180.0,At Risk,Bronze,1295.0,2.902702702702703
2025-09-06,ORD665406,52067394,HHH_Black_4225,940,3,1164.4,1.0,2025,9,36,Saturday,6,September,Robiton,Батарейки и аккумуляторы,Батарейка,940.0,New Customers,Silver,313.3333333333333,1.2387234042553192
2025-09-20,ORD423657,80289394,GGG_Purple_5051,6580,3,10548.8,1.0,2025,9,38,Saturday,20,September,KZDOO,Чехлы,Чехол для смартфона,6580.0,High Value New Customers,Gold,2193.3333333333335,1.603161094224924
2025-04-06,ORD424609,51304009,BBB_Red_7529,6990,1,566.8000000000002,0.0810872675250358,2025,4,14,Sunday,6,April,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,High Value New Customers,Gold,6990.0,0.0810872675250358
2025-09-06,ORD667028,57862472,FFF_Clear_1236,3100,3,5094.0,1.0,2025,9,36,Saturday,6,September,KZDOO,Чехлы,Чехол для смартфона,3100.0,New Customers,Gold,1033.3333333333333,1.643225806451613
2025-05-07,ORD987319,42364136,GGG_Blue_5870,2780,2,2631.6000000000004,0.9466187050359712,2025,5,19,Wednesday,7,May,KZDOO,Чехлы,Чехол для смартфона,2780.0,Loyal Customers,Platinum,1390.0,0.9466187050359713
2025-09-27,ORD426911,84867398,BBB_Pink_7897,2980,3,5395.6,1.0,2025,9,39,Saturday,27,September,KZDOO,Чехлы,Чехол для смартфона,2980.0,Loyal Customers,Platinum,993.3333333333334,1.8106040268456378
2025-03-21,ORD463704,45437720,DDD_Black_8635,2850,2,2618.0,0.9185964912280702,2025,3,12,Friday,21,March,KEEPHONE,Чехлы,Чехол для смартфона,2850.0,Champions,Platinum,1425.0,0.9185964912280702
2025-03-15,ORD977756,74682626,FFF_Purple_7037,2780,3,5067.4,1.0,2025,3,11,Saturday,15,March,KZDOO,Чехлы,Чехол для смартфона,2780.0,About To Sleep,Silver,926.6666666666666,1.8228057553956833
2025-06-22,ORD163133,35690160,GGG_Purple_2856,5648,4,14793.12,1.0,2025,6,25,Sunday,22,June,KZDOO,Чехлы,Чехол для смартфона,5648.0,324,Gold,1412.0,2.619178470254958
2025-02-22,ORD503747,86731987,BBB_Clear_1364,6000,4,16468.0,1.0,2025,2,8,Saturday,22,February,KZDOO,Чехлы,Чехол для смартфона,6000.0,At Risk,Bronze,1500.0,2.744666666666667
2025-07-23,ORD534634,47631395,BBB_Purple_1482,5580,1,414.4000000000001,0.0742652329749104,2025,7,30,Wednesday,23,July,KZDOO,Чехлы,Чехол для смартфона,5580.0,Loyal Customers,Gold,5580.0,0.07426523297491042
2025-05-10,ORD608763,50907007,DDD_White_7187,11100,3,21912.0,1.0,2025,5,19,Saturday,10,May,KZDOO,Чехлы,Чехол для смартфона,11100.0,Cannot Lose Them,Gold,3700.0,1.974054054054054
2025-01-14,ORD572060,55970003,CCC_Blue_8291,5580,2,5383.6,0.9648028673835126,2025,1,3,Tuesday,14,January,KZDOO,Чехлы,Чехол для смартфона,5580.0,324,Gold,2790.0,0.9648028673835126
2025-09-13,ORD505898,73953828,DDD_Titanium_3655,4990,2,5071.2,1.0,2025,9,37,Saturday,13,September,KZDOO,Чехлы,Чехол для смартфона,4990.0,High Value New Customers,Gold,2495.0,1.0162725450901804
2025-05-26,ORD906007,64821792,GGG_Black_8879,5580,3,10654.4,1.0,2025,5,22,Monday,26,May,KZDOO,Чехлы,Чехол для смартфона,5580.0,213,Silver,1860.0,1.9093906810035841
2025-03-04,ORD685079,43423685,EEE_Purple_1098,3380,2,2751.2,0.81396449704142,2025,3,10,Tuesday,4,March,KZDOO,Чехлы,Чехол для смартфона,3380.0,High Value New Customers,Gold,1690.0,0.81396449704142
2025-09-04,ORD435594,23245835,GGG_Red_8772,2980,4,7075.4,1.0,2025,9,36,Thursday,4,September,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Silver,745.0,2.3742953020134228
2025-07-24,ORD205414,71333535,CCC_Clear_1274,1460,2,1188.1999999999998,0.813835616438356,2025,7,30,Thursday,24,July,REMAX,Защитные пленки и стекла,Защитное стекло,1460.0,Loyal Customers,Gold,730.0,0.813835616438356
2025-03-22,ORD238258,35501394,GGG_Blue_9642,2890,1,-209.0,-0.072318339100346,2025,3,12,Saturday,22,March,KEEPHONE,Чехлы,Чехол для смартфона,2890.0,At Risk,Bronze,2890.0,-0.07231833910034602
2025-05-20,ORD682531,72389005,HHH_Titanium_8232,9980,4,27391.0,1.0,2025,5,21,Tuesday,20,May,KZDOO,Чехлы,Чехол для смартфона,9980.0,213,Silver,2495.0,2.7445891783567133
2025-05-02,ORD406559,38916371,GGG_Blue_9644,8200,4,20746.0,1.0,2025,5,18,Friday,2,May,KZDOO,Чехлы,Чехол для смартфона,8200.0,High Value New Customers,Platinum,2050.0,2.53
2025-04-22,ORD820339,70533928,EEE_Clear_8006,5866,4,15050.24,1.0,2025,4,17,Tuesday,22,April,KZDOO,Чехлы,Чехол для смартфона,5866.0,213,Silver,1466.5,2.565673371974088
2025-01-23,ORD913856,52760747,EEE_Titanium_6892,4700,3,8871.0,1.0,2025,1,4,Thursday,23,January,KZDOO,Чехлы,Чехол для смартфона,4700.0,High Value New Customers,Gold,1566.6666666666667,1.8874468085106384
2025-06-22,ORD681017,60822434,GGG_Pink_4564,9100,3,16318.0,1.0,2025,6,25,Sunday,22,June,KZDOO,Чехлы,Чехол для смартфона,9100.0,325,Gold,3033.3333333333335,1.7931868131868132
2025-01-14,ORD817484,78585756,AAA_Titanium_1682,6580,4,18278.2,1.0,2025,1,3,Tuesday,14,January,KZDOO,Чехлы,Чехол для смартфона,6580.0,235,Gold,1645.0,2.777841945288754
2025-07-24,ORD983190,22934764,GGG_White_7632,1420,3,2295.0,1.0,2025,7,30,Thursday,24,July,REMAX,Защитные пленки и стекла,Защитное стекло,1420.0,Potential Loyalists,Bronze,473.3333333333333,1.6161971830985915
2025-09-18,ORD525096,10425403,HHH_White_4628,3500,2,3354.0,0.9582857142857144,2025,9,38,Thursday,18,September,KEEPHONE,Чехлы,Чехол для смартфона,3500.0,New Customers,Silver,1750.0,0.9582857142857143
2025-08-14,ORD169025,47730210,GGG_Purple_5348,9180,3,15698.4,1.0,2025,8,33,Thursday,14,August,KZDOO,Чехлы,Чехол для смартфона,9180.0,New Customers,Silver,3060.0,1.7100653594771242
2025-09-20,ORD418726,39920707,HHH_Red_5000,1000,3,1451.0,1.0,2025,9,38,Saturday,20,September,REMAX,Защитные пленки и стекла,Защитное стекло,1000.0,New Customers,Silver,333.3333333333333,1.451
2025-04-06,ORD867825,91524796,CCC_Purple_9225,3380,4,8157.4,1.0,2025,4,14,Sunday,6,April,KZDOO,Чехлы,Чехол для смартфона,3380.0,Potential Loyalists,Silver,845.0,2.4134319526627217
2025-09-09,ORD627643,92465778,DDD_Green_9674,9980,1,2213.0,0.2217434869739478,2025,9,37,Tuesday,9,September,KZDOO,Чехлы,Чехол для смартфона,9980.0,High Value New Customers,Gold,9980.0,0.22174348697394788
2025-01-19,ORD744124,72536399,HHH_Titanium_2358,1600,1,-307.0,-0.191875,2025,1,3,Sunday,19,January,K-DOO,Чехлы,Чехол для смартфона,1600.0,At Risk,Bronze,1600.0,-0.191875
2025-09-02,ORD394896,36763385,DDD_Black_4197,5990,1,974.8999999999996,0.1627545909849748,2025,9,36,Tuesday,2,September,KZDOO,Чехлы,Чехол для смартфона,5990.0,High Value New Customers,Gold,5990.0,0.16275459098497488
2025-06-29,ORD221019,18488674,CCC_Clear_9381,3490,2,3308.3,0.9479369627507164,2025,6,26,Sunday,29,June,KZDOO,Чехлы,Чехол для смартфона,3490.0,Loyal Customers,Gold,1745.0,0.9479369627507164
2025-04-26,ORD246762,80855016,FFF_Titanium_1848,5990,3,11449.2,1.0,2025,4,17,Saturday,26,April,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,Loyal Customers,Platinum,1996.6666666666667,1.9113856427378966
2025-09-04,ORD439480,87949160,DDD_Blue_7114,2980,1,317.8000000000002,0.1066442953020134,2025,9,36,Thursday,4,September,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Gold,2980.0,0.10664429530201348
2025-07-02,ORD958111,42599054,CCC_Blue_6920,7580,4,20847.0,1.0,2025,7,27,Wednesday,2,July,KEEPHONE,Чехлы,Чехол для смартфона,7580.0,At Risk,Bronze,1895.0,2.7502638522427443
2025-09-18,ORD837052,31817974,BBB_Green_3184,1450,1,-248.0,-0.1710344827586206,2025,9,38,Thursday,18,September,KZDOO,Чехлы,Чехол для смартфона,1450.0,New Customers,Silver,1450.0,-0.17103448275862068
2025-02-05,ORD281542,78143684,AAA_White_7977,3100,1,-272.0,-0.0877419354838709,2025,2,6,Wednesday,5,February,KZDOO,Чехлы,Чехол для смартфона,3100.0,At Risk,Bronze,3100.0,-0.08774193548387096
2025-05-23,ORD515788,70533928,EEE_Clear_8006,5866,3,10935.06,1.0,2025,5,21,Friday,23,May,KZDOO,Чехлы,Чехол для смартфона,5866.0,213,Silver,1955.3333333333333,1.864142516195022
2025-03-19,ORD644070,74784496,EEE_Red_7366,11100,3,20707.0,1.0,2025,3,12,Wednesday,19,March,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Platinum,3700.0,1.8654954954954954
2025-02-07,ORD560559,64327413,GGG_Pink_5430,3100,3,5529.0,1.0,2025,2,6,Friday,7,February,KZDOO,Чехлы,Чехол для смартфона,3100.0,Loyal Customers,Gold,1033.3333333333333,1.783548387096774
