sku,Бренд,Категория,Тип,current_price,original_price,rating,volume_l,volume_weight_kg,vat_percent,abc_class,xyz_class,abc_xyz_class,revenue,percent_contribution,cv,strategic_recommendation,priority
EEE_Pink_7010,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,11990.0,5.0,0.41,0.1,0,A,Z,AZ,11980,0.0010229940542526,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Clear_3876,KZDOO,Чехлы,Чехол для смартфона,7500.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,15000,0.0012808773634215,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Red_3557,KZDOO,Чехлы,Чехол для смартфона,2550.0,2550.0,0.0,0.36,0.1,0,B,Z,BZ,10200,0.0008709966071266,1.352081728298996,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_White_6197,Varta,Батарейки и аккумуляторы,Батарейка,1900.0,7900.0,5.0,0.04,0.1,0,C,Z,CZ,3800,0.0003244889320667,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Titanium_7551,KZDOO,Чехлы,Чехол для смартфона,2790.0,3990.0,4.9,0.36,0.1,0,C,Z,CZ,2790,0.0002382431895964,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
EEE_Blue_7850,KZDOO,Чехлы,Чехол для смартфона,7180.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,28720,0.0024524531918311,1.7346111205814894,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Black_4746,KZDOO,Чехлы,Чехол для смартфона,5500.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,11000,0.0009393100665091,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Purple_4715,KZDOO,Чехлы,Чехол для смартфона,1550.0,2090.0,4.8,0.36,0.1,0,C,Z,CZ,3100,0.0002647146551071,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Green_8833,KZDOO,Чехлы,Чехол для смартфона,3380.0,11990.0,4.7,0.36,0.1,0,C,Z,CZ,3380,0.0002886243658909,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
BBB_Red_2622,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,11160,0.0009529727583856,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Green_6440,KZDOO,Чехлы,Чехол для смартфона,7300.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,21900,0.0018700809505954,1.6770509831248424,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Pink_7226,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,6200.0,11990.0,3.7,0.41,0.1,0,A,Z,AZ,37200,0.0031765758612854,1.2074386788840692,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Purple_2012,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.5,0.36,0.1,0,B,Z,BZ,5960,0.0005089352723994,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Red_8534,KZDOO,Чехлы,Чехол для смартфона,6180.0,11990.0,4.7,1.55,0.3,0,A,Z,AZ,43260,0.0036940503161077,1.371444266093231,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Titanium_5503,Нет бренда,Чехлы,Чехол для смартфона,380.0,1690.0,5.0,0.3,0.1,0,C,Z,CZ,1900,0.0001622444660333,1.4414597193293262,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Clear_3473,KZDOO,Чехлы,Чехол для смартфона,2590.0,3790.0,5.0,0.36,0.1,0,C,Z,CZ,2590,0.0002211648247507,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
DDD_Red_1755,KZDOO,Чехлы,Чехол для смартфона,2490.0,3790.0,5.0,0.36,0.1,0,C,Z,CZ,2490,0.0002126256423279,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
FFF_Green_1065,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,A,Z,AZ,14970,0.0012783156086946,1.7320508075688772,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Black_3652,KEEPHONE,Чехлы,Чехол для смартфона,3477.0,4250.0,4.8,0.48,0.1,0,B,Z,BZ,6954,0.0005938147456822,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Green_2714,KZDOO,Чехлы,Чехол для смартфона,9180.0,11990.0,4.5,0.36,0.1,0,B,Z,BZ,9180,0.0007838969464139,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Pink_8971,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,22200,0.0018956984978638,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Clear_3126,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,5960,0.0005089352723994,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_White_2474,REMAX,Защитные пленки и стекла,Защитное стекло,2000.0,4900.0,4.8,0.17,0.1,0,B,Z,BZ,8000,0.0006831345938248,1.7248787237282068,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Black_9830,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,11990.0,4.6,0.48,0.1,0,A,Z,AZ,20940,0.0017881047993364,1.792842914001591,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_White_5636,KZDOO,Чехлы,Чехол для смартфона,5980.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,11960,0.0010212862177681,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Titanium_6448,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,16740,0.0014294591375784,1.5811388300841898,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Titanium_5998,KEEPHONE,Чехлы,Чехол для смартфона,2600.0,3990.0,4.9,0.28,0.1,0,C,Z,CZ,5200,0.0004440374859861,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
DDD_White_9135,KEEPHONE,Чехлы,Чехол для смартфона,2990.0,3490.0,5.0,0.28,0.1,0,A,Z,AZ,14950,0.0012766077722101,1.4039495646800453,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Green_1597,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,A,Z,AZ,14970,0.0012783156086946,1.5347536447260846,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_White_7896,KEEPHONE,Чехлы,Чехол для смартфона,7000.0,11990.0,0.0,0.38,0.1,0,B,Z,BZ,7000,0.0005977427695967,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Clear_1118,K-DOO,Чехлы,Чехол для смартфона,1800.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,5400,0.0004611158508317,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Purple_3146,KZDOO,Чехлы,Чехол для смартфона,9180.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,18360,0.0015677938928279,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Black_9568,KZDOO,Чехлы,Чехол для смартфона,9980.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,19960,0.0017044208115929,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Titanium_2914,KZDOO,Чехлы,Чехол для смартфона,3250.0,11990.0,4.5,0.36,0.1,0,B,Z,BZ,9750,0.000832570286224,1.8248287590894656,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Black_5404,KZDOO,Чехлы,Чехол для смартфона,6090.0,11990.0,0.0,0.36,0.1,0,B,Z,BZ,6090,0.0005200362095491,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Black_6295,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,2500.0,3290.0,4.8,0.11,0.2,0,C,Z,CZ,2500,0.0002134795605702,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Purple_5672,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,13160,0.0011237564068418,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Green_5247,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.8,0.36,0.1,0,B,Z,BZ,9960,0.0008505025693119,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_White_5263,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,5800.0,11990.0,4.8,0.04,0.1,0,B,Z,BZ,5800,0.0004952725805229,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_White_7505,KEEPHONE,Чехлы,Чехол для смартфона,5180.0,11990.0,0.0,0.28,0.1,0,A,Z,AZ,25900,0.0022116482475078,1.4523687548277815,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_White_1139,KZDOO,Чехлы,Чехол для смартфона,11000.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,33000,0.0028179301995273,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Purple_1296,KZDOO,Чехлы,Чехол для смартфона,2700.0,11990.0,4.6,0.36,0.1,0,B,Z,BZ,5400,0.0004611158508317,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_White_2537,Robiton,Батарейки и аккумуляторы,Батарейка,1340.0,4900.0,4.9,0.16,0.1,0,B,Z,BZ,5360,0.0004577001778626,1.3125000000000002,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_White_8173,K-DOO,Чехлы,Чехол для смартфона,1800.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,5400,0.0004611158508317,1.5811388300841898,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Red_9681,KEEPHONE,Чехлы,Чехол для смартфона,6590.0,11990.0,4.9,0.41,0.1,0,A,Z,AZ,13180,0.0011254642433263,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Green_1588,KZDOO,Чехлы,Чехол для смартфона,11000.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,44000,0.0037572402660365,1.3829316685939328,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Titanium_5888,KZDOO,Чехлы,Чехол для смартфона,3300.0,11990.0,4.6,0.36,0.1,0,B,Z,BZ,9900,0.0008453790598582,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Pink_1004,KZDOO,Чехлы,Чехол для смартфона,7180.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,14360,0.0012262265959155,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Black_8961,KZDOO,Чехлы,Чехол для смартфона,7180.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,21540,0.0018393398938733,1.6345871038277526,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Green_9795,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,10400.0,11990.0,4.8,0.09,0.2,0,A,Z,AZ,31200,0.0026642249159168,1.6770509831248424,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_White_3845,KEEPHONE,Чехлы,Чехол для смартфона,1950.0,2990.0,5.0,0.4,0.1,0,B,Z,BZ,5850,0.0004995421717344,1.6770509831248424,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_White_8297,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,22200,0.0018956984978638,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Green_4282,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,13160,0.0011237564068418,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Pink_3942,KZDOO,Чехлы,Чехол для смартфона,2200.0,7900.0,5.0,0.36,0.1,0,B,Z,BZ,8800,0.0007514480532073,1.352081728298996,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Green_6711,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,33480,0.0028589182751568,1.0392304845413265,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Pink_4898,Robiton,Батарейки и аккумуляторы,Батарейка,2900.0,11990.0,4.8,0.21,0.5,0,C,Z,CZ,2900,0.0002476362902614,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
DDD_Blue_4543,Robiton,Батарейки и аккумуляторы,Батарейка,490.0,1100.0,0.0,0.01,0.1,0,C,Z,CZ,1470,0.0001255259816153,1.792842914001591,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
EEE_Green_6861,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,22200,0.0018956984978638,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Blue_5153,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,11990.0,0.0,0.48,0.1,0,A,Z,AZ,27920,0.0023841397324486,1.6345871038277529,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Titanium_1822,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,55500,0.0047392462446597,1.3490532229448733,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Purple_4483,Robiton,Батарейки и аккумуляторы,Батарейка,1060.0,4900.0,4.9,0.06,0.1,0,C,Z,CZ,3180,0.0002715460010453,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Black_4469,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,0.36,0.1,0,A,Z,AZ,10470,0.0008940523996682,1.5874507866387544,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Clear_8794,KZDOO,Чехлы,Чехол для смартфона,3500.0,11990.0,4.8,2.2,0.4,0,B,Z,BZ,7000,0.0005977427695967,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Purple_4954,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,14900,0.0012723381809987,1.243734296383275,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Black_5508,KZDOO,Чехлы,Чехол для смартфона,5648.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,22592,0.0019291720929612,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Purple_3253,KZDOO,Чехлы,Чехол для смартфона,1390.0,1990.0,4.7,0.36,0.1,0,C,Z,CZ,4170,0.0003560839070311,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
BBB_White_3471,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.5,0.36,0.1,0,C,Z,CZ,2980,0.0002544676361997,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
HHH_Clear_3600,Renata,Батарейки и аккумуляторы,Батарейка,1000.0,1500.0,5.0,0.04,0.1,0,C,Z,CZ,1000,8.539182422810274e-05,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Red_6276,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,0.36,0.1,0,B,Z,BZ,6980,0.0005960349331121,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Pink_8919,REMAX,Защитные пленки и стекла,Защитное стекло,1580.0,7900.0,4.4,0.17,0.1,0,B,Z,BZ,6320,0.0005396763291216,1.5811388300841898,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Blue_6949,KZDOO,Чехлы,Чехол для смартфона,2700.0,11990.0,4.9,1.57,0.3,0,B,Z,BZ,8100,0.0006916737762476,1.5874507866387544,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Pink_3494,KZDOO,Чехлы,Чехол для смартфона,5300.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,10600,0.0009051533368178,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Green_8168,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,1.32,0.3,0,C,Z,CZ,3490,0.000298017466556,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Blue_2602,Panasonic,Батарейки и аккумуляторы,Батарейка,250.0,900.0,0.0,0.03,0.1,0,C,Z,CZ,500,4.269591211405137e-05,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Clear_7128,KZDOO,Чехлы,Чехол для смартфона,3500.0,11990.0,4.2,0.36,0.1,0,A,Z,AZ,10500,0.000896614154395,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Clear_3735,Robiton,Батарейки и аккумуляторы,Батарейка,1860.0,7900.0,4.9,0.24,0.1,0,B,Z,BZ,7440,0.000635315172257,1.902917168454791,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Blue_3143,KEEPHONE,Чехлы,Чехол для смартфона,3350.0,5290.0,4.6,0.38,0.1,0,B,Z,BZ,6700,0.0005721252223282,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Clear_1031,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,B,Z,BZ,9980,0.0008522104057964,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_White_4614,K-DOO,Чехлы,Чехол для смартфона,7180.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,7180,0.0006131132979577,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Pink_4192,KEEPHONE,Чехлы,Чехол для смартфона,7580.0,11990.0,4.9,0.28,0.1,0,A,Z,AZ,15160,0.001294540055298,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Pink_8731,Robiton,Батарейки и аккумуляторы,Батарейка,560.0,2490.0,5.0,0.01,0.1,0,C,Z,CZ,560,4.781942156773754e-05,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Green_6367,Нет бренда,Чехлы,Чехол для смартфона,1000.0,1900.0,5.0,0.08,0.1,0,C,Z,CZ,2000,0.0001707836484562,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
HHH_Green_1705,REMAX,Защитные пленки и стекла,Защитное стекло,2000.0,4900.0,5.0,0.17,0.1,0,B,Z,BZ,8000,0.0006831345938248,1.307669683062202,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Titanium_2027,KZDOO,Чехлы,Чехол для смартфона,5500.0,11000.0,0.0,0.36,0.1,0,A,Z,AZ,16500,0.0014089650997636,1.792842914001591,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Blue_6871,KZDOO,Чехлы,Чехол для смартфона,2490.0,2490.0,0.0,0.36,0.1,0,A,Z,AZ,12450,0.0010631282116398,1.0606601717798214,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Titanium_8960,KZDOO,Чехлы,Чехол для смартфона,4100.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,12300,0.0010503194380056,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Red_4608,Неизвестно,Чехлы,Неизвестно,10380.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,20760,0.0017727342709754,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Clear_9409,KZDOO,Чехлы,Чехол для смартфона,5648.0,11990.0,4.3,0.36,0.1,0,A,Z,AZ,11296,0.0009645860464806,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Green_7796,Неизвестно,Чехлы,Неизвестно,9180.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,27540,0.0023516908392419,1.7286645857424163,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Black_5749,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,11920,0.0010178705447989,1.7684739183827394,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Blue_2528,KZDOO,Чехлы,Чехол для смартфона,2700.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,10800,0.0009222317016635,1.7286645857424163,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Black_1495,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,5580,0.0004764863791928,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Red_3860,KZDOO,Чехлы,Чехол для смартфона,6000.0,11000.0,0.0,0.36,0.1,0,A,Z,AZ,18000,0.0015370528361058,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Blue_9263,K-DOO,Чехлы,Чехол для смартфона,5500.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,22000,0.0018786201330182,1.572622172000563,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Red_4497,KZDOO,Чехлы,Чехол для смартфона,6050.0,11990.0,5.0,0.36,0.1,0,B,Z,BZ,6050,0.00051662053658,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Blue_9621,KZDOO,Чехлы,Чехол для смартфона,5500.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,11000,0.0009393100665091,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Pink_5146,KZDOO,Чехлы,Чехол для смартфона,11000.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,22000,0.0018786201330182,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Pink_1972,KZDOO,Чехлы,Чехол для смартфона,3590.0,4990.0,4.6,0.36,0.1,0,C,Z,CZ,3590,0.0003065566489788,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
BBB_Black_7214,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,14940,0.0012757538539678,1.6770509831248424,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Purple_2646,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,5580,0.0004764863791928,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Black_4149,KZDOO,Чехлы,Чехол для смартфона,5500.0,11000.0,0.0,0.36,0.1,0,B,Z,BZ,5500,0.0004696550332545,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_White_8136,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,C,Z,CZ,4990,0.0004261052028982,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Red_9477,KZDOO,Чехлы,Чехол для смартфона,1550.0,2350.0,4.6,0.36,0.1,0,C,Z,CZ,3100,0.0002647146551071,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Titanium_2771,KEEPHONE,Чехлы,Чехол для смартфона,2990.0,3990.0,4.9,0.36,0.1,0,C,Z,CZ,2990,0.000255321554442,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
FFF_Purple_3823,KZDOO,Чехлы,Чехол для смартфона,5778.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,11556,0.0009867879207799,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Black_4596,KEEPHONE,Чехлы,Чехол для смартфона,3100.0,3990.0,4.9,0.28,0.1,0,A,Z,AZ,12400,0.0010588586204284,1.307669683062202,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Titanium_5322,KZDOO,Чехлы,Чехол для смартфона,10880.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,32640,0.0027871891428052,1.7286645857424163,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Black_1577,KZDOO,Чехлы,Чехол для смартфона,3180.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,9540,0.0008146380031361,1.673624930551426,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Purple_5299,REMAX,Защитные пленки и стекла,Защитное стекло,490.0,1490.0,5.0,0.17,0.1,0,C,Z,CZ,2940,0.0002510519632306,1.2533977489846402,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
DDD_Clear_8430,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,4200.0,11990.0,4.9,0.02,0.1,0,A,Z,AZ,12600,0.001075936985274,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Purple_7181,KZDOO,Чехлы,Чехол для смартфона,9180.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,18360,0.0015677938928279,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Titanium_7638,KEEPHONE,Чехлы,Чехол для смартфона,6380.0,11990.0,4.8,0.39,0.1,0,B,Z,BZ,6380,0.0005447998385752,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_White_3901,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,13160,0.0011237564068418,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Green_1858,KZDOO,Чехлы,Чехол для смартфона,2180.0,7900.0,4.9,0.36,0.1,0,B,Z,BZ,8720,0.000744616707269,1.5347536447260846,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Titanium_6217,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,11990.0,5.0,0.28,0.1,0,A,Z,AZ,11960,0.0010212862177681,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Red_3383,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,5960,0.0005089352723994,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Titanium_8916,K-DOO,Чехлы,Чехол для наушников,4980.0,11990.0,4.9,0.27,0.1,0,B,Z,BZ,9960,0.0008505025693119,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Purple_9225,KZDOO,Чехлы,Чехол для смартфона,3380.0,11990.0,4.1,0.36,0.1,0,B,Z,BZ,6760,0.0005772487317819,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Red_1714,K-DOO,Чехлы,Чехол для смартфона,2380.0,7900.0,4.8,0.36,0.1,0,C,Z,CZ,2380,0.0002032325416628,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
EEE_Blue_6964,KEEPHONE,Чехлы,Чехол для смартфона,5200.0,11990.0,4.9,0.28,0.1,0,A,Z,AZ,20800,0.0017761499439445,1.352081728298996,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
