Номер отправления,Статус отправления,Ozon ID,Артикул товара,Итоговая стоимость,Количество товаров в отправлении,Скидка %,Акции,Регион доставки,Способ доставки,Сумма отправления,"Скидка, руб.",Вознаграждение %,"Вознаграждение, руб.",Стоимость доставки,К выплате,Склад отгрузки,Дата логистической операции,date,discount_rub,commission_rub,payout,sku,customer_id,order_id,revenue,quantity,discount_percent,shipment_amount,commission_percent,delivery_cost,estimated_cost,profit,margin,Артикул,Ozon Product ID,SKU,Barcode,Контент-рейтинг,Бренд,Метки,Отзывы,Рейтинг,Категория,Тип,"Объем товара, л","Объемный вес, кг","Доступно к продаже по схеме FBO, шт.","Зарезервировано, шт","Доступно к продаже по схеме FBS, шт.","Доступно к продаже по схеме realFBS, шт.","Зарезервировано на моих складах, шт","Текущая цена с учетом скидки, ₽","Цена до скидки (перечеркнутая цена), ₽","Цена Premium, ₽","Размер НДС, %",rating,volume_l,volume_weight_kg,vat_percent,current_price,original_price,has_discount,discount_size
ORD186706,Отменен,97679450,DDD_Titanium_6156,1340,3,10,Новогодняя распродажа,г. Рыбинск,ПВЗ,4020,134,14,"562,8",215,"3108,2",Склад 3,30.08.2025,2025-08-30,134.0,562.8,3108.2,DDD_Titanium_6156,97679450,ORD186706,1340,3,10,4020,14,215,804.0,2154.2,1.0,DDD_Titanium_6156,97679450,855928678,"1,43329E+12",'82.5,REMAX,,22,'5.00,Защитные пленки и стекла,Защитное стекло,'0.17,'0.1,0,0,105,0,0,1340.0,4900.0,,0%,5.0,0.17,0.1,0,1340.0,4900.0,True,0.726530612244898
ORD755048,В пути,24763399,DDD_Blue_3072,11100,2,15,Черная пятница,д. Биробиджан,Курьер,22200,1665,15,3330,287,16918,Склад 3,09.08.2025,2025-08-09,1665.0,3330.0,16918.0,DDD_Blue_3072,24763399,ORD755048,11100,2,15,22200,15,287,6660.0,10158.0,0.9151351351351351,DDD_Blue_3072,24763399,563099404,RND200886965,'45,KZDOO,,0,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,5,0,0,0,0,11100.0,11990.0,,0%,4.8,0.36,0.1,0,11100.0,11990.0,True,0.07422852376980818
ORD519601,В пути,16278472,EEE_Blue_7850,7180,2,10,Нет,п. Тамбов,Постамат,14360,718,19,"2728,4",495,"10418,6",Склад 1,14.08.2025,2025-08-14,718.0,2728.4,10418.6,EEE_Blue_7850,16278472,ORD519601,7180,2,10,14360,19,495,4308.0,6010.6,0.8371309192200558,EEE_Blue_7850,16278472,866783532,RND195942539,'70,KZDOO,,4,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,7,0,10,0,0,7180.0,11990.0,,0%,4.8,0.36,0.1,0,7180.0,11990.0,True,0.4011676396997498
ORD346388,Отменен,73953828,DDD_Titanium_3655,4990,4,0,Черная пятница,с. Ардон,Курьер,19960,0,15,2994,455,16511,Склад 1,14.03.2025,2025-03-14,0.0,2994.0,16511.0,DDD_Titanium_3655,73953828,ORD346388,4990,4,0,19960,15,455,2994.0,13317.0,1.0,DDD_Titanium_3655,73953828,135651753,"8,01768E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,4990.0,4990.0,,0%,0.0,0.36,0.1,0,4990.0,4990.0,False,0.0
ORD938128,Доставлен,16225379,AAA_Purple_1560,6190,1,0,Новогодняя распродажа,клх Южноуральск,Курьер,6190,0,13,"804,7",231,"5154,3",Склад 3,06.02.2025,2025-02-06,0.0,804.7,5154.3,AAA_Purple_1560,16225379,ORD938128,6190,1,0,6190,13,231,3714.0,1390.3000000000002,0.2246042003231018,AAA_Purple_1560,16225379,195258473,"4,36329E+12",'70,KEEPHONE,,4,'4.80,Чехлы,Чехол для смартфона,'0.41,'0.1,0,0,0,0,0,6190.0,8990.0,,0%,4.8,0.41,0.1,0,6190.0,8990.0,True,0.3114571746384872
ORD663817,В пути,71130502,FFF_Black_4039,9990,1,0,Нет,п. Анапа,Постамат,9990,0,17,"1698,3",269,"8022,7",Склад 3,21.09.2025,2025-09-21,0.0,1698.3,8022.7,FFF_Black_4039,71130502,ORD663817,9990,1,0,9990,17,269,5994.0,1978.6999999999998,0.19806806806806804,FFF_Black_4039,71130502,308166993,"7,45959E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,9990.0,14990.0,,0%,0.0,0.36,0.1,0,9990.0,14990.0,True,0.333555703802535
ORD316927,Доставлен,25688149,DDD_Blue_3042,7300,4,10,Нет,п. Кузнецк,Постамат,29200,730,14,4088,367,24015,Склад 2,16.01.2025,2025-01-16,730.0,4088.0,24015.0,DDD_Blue_3042,25688149,ORD316927,7300,4,10,29200,14,367,4380.0,19435.0,1.0,DDD_Blue_3042,25688149,398809858,RND486743567,'77.5,KZDOO,,23,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,7300.0,11990.0,,0%,5.0,0.36,0.1,0,7300.0,11990.0,True,0.39115929941618016
ORD486220,В пути,73339847,BBB_Clear_5381,2596,3,0,Нет,клх Чермоз,Курьер,7788,0,13,"1012,44",106,"6669,56",Склад 2,02.09.2025,2025-09-02,0.0,1012.44,6669.56,BBB_Clear_5381,73339847,ORD486220,2596,3,0,7788,13,106,1557.6,4961.960000000001,1.0,BBB_Clear_5381,73339847,762529418,RND540498878,'45,KZDOO,,2,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,2596.0,11990.0,,0%,5.0,0.36,0.1,0,2596.0,11990.0,True,0.7834862385321101
ORD552289,Отменен,88157875,BBB_Green_9675,5300,4,15,Черная пятница,клх Рославль,Курьер,21200,795,17,3604,428,16373,Склад 3,30.07.2025,2025-07-30,795.0,3604.0,16373.0,BBB_Green_9675,88157875,ORD552289,5300,4,15,21200,17,428,3180.0,12993.0,1.0,BBB_Green_9675,88157875,716845494,RND860556334,'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,5300.0,11990.0,,0%,0.0,0.36,0.1,0,5300.0,11990.0,True,0.5579649708090075
ORD700430,Отменен,86155356,EEE_Black_2069,6590,2,10,Новогодняя распродажа,г. Пушкинские Горы,Постамат,13180,659,18,"2372,4",451,"9697,6",Склад 2,26.04.2025,2025-04-26,659.0,2372.4,9697.6,EEE_Black_2069,86155356,ORD700430,6590,2,10,13180,18,451,3954.0,5643.6,0.8563884673748103,EEE_Black_2069,86155356,340146488,RND364876964,'70,KEEPHONE,,10,'5.00,Чехлы,Чехол для смартфона,'0.41,'0.1,0,0,0,0,0,6590.0,9990.0,,0%,5.0,0.41,0.1,0,6590.0,9990.0,True,0.34034034034034033
ORD950634,Отменен,47113990,GGG_Pink_5720,6900,1,20,Черная пятница,ст. Коломна,ПВЗ,6900,1380,17,1173,442,3905,Склад 1,22.05.2025,2025-05-22,1380.0,1173.0,3905.0,GGG_Pink_5720,47113990,ORD950634,6900,1,20,6900,17,442,4140.0,-285.0,-0.041304347826086954,GGG_Pink_5720,47113990,351369158,RND246803997,'70,KZDOO,,14,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,14,0,10,0,0,6900.0,11990.0,,0%,4.8,0.36,0.1,0,6900.0,11990.0,True,0.4245204336947456
ORD348892,В пути,96240921,HHH_Purple_9148,11100,4,10,Нет,с. Вязьма,Курьер,44400,1110,19,8436,250,34604,Склад 2,11.03.2025,2025-03-11,1110.0,8436.0,34604.0,HHH_Purple_9148,96240921,ORD348892,11100,4,10,44400,19,250,6660.0,27744.0,1.0,HHH_Purple_9148,96240921,522072926,RND364437365,'70,KZDOO,,1,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,0,0,0,11100.0,11990.0,,0%,5.0,0.36,0.1,0,11100.0,11990.0,True,0.07422852376980818
ORD544451,Доставлен,77629680,AAA_Pink_1762,6580,3,15,Новогодняя распродажа,д. Билибино,Курьер,19740,987,17,"3355,8",284,"15113,2",Склад 2,21.02.2025,2025-02-21,987.0,3355.8,15113.2,AAA_Pink_1762,77629680,ORD544451,6580,3,15,19740,17,284,3948.0,11015.2,1.0,AAA_Pink_1762,77629680,535760809,RND400792409,'70,KEEPHONE,,2,'5.00,Чехлы,Чехол для смартфона,'0.38,'0.1,4,0,0,0,0,6580.0,11990.0,,0%,5.0,0.38,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD953839,Доставлен,52059480,BBB_Titanium_4146,4990,4,20,Нет,клх Калачинск,ПВЗ,19960,998,17,"3393,2",104,"15464,8",Склад 3,21.03.2025,2025-03-21,998.0,3393.2,15464.8,BBB_Titanium_4146,52059480,ORD953839,4990,4,20,19960,17,104,2994.0,12270.8,1.0,BBB_Titanium_4146,52059480,463428374,"5,6639E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,4990.0,4990.0,,0%,0.0,0.36,0.1,0,4990.0,4990.0,False,0.0
ORD234772,Доставлен,99962600,EEE_Clear_5090,4990,1,10,Нет,д. Мичуринск,Постамат,4990,499,18,"898,2",259,"3333,8",Склад 2,10.01.2025,2025-01-10,499.0,898.2,3333.8,EEE_Clear_5090,99962600,ORD234772,4990,1,10,4990,18,259,2994.0,289.8000000000002,0.05807615230460925,EEE_Clear_5090,99962600,114125066,RND965297669,'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,4990.0,4990.0,,0%,0.0,0.36,0.1,0,4990.0,4990.0,False,0.0
ORD282026,В пути,25273810,GGG_Titanium_7570,2980,4,0,Черная пятница,клх Шахты,Постамат,11920,0,10,1192,284,10444,Склад 3,20.04.2025,2025-04-20,0.0,1192.0,10444.0,GGG_Titanium_7570,25273810,ORD282026,2980,4,0,11920,10,284,1788.0,8456.0,1.0,GGG_Titanium_7570,25273810,179393254,RND504343738,'70,KZDOO,,13,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,2980.0,11990.0,,0%,4.7,0.36,0.1,0,2980.0,11990.0,True,0.7514595496246872
ORD577167,В пути,72357603,GGG_Red_6138,5180,4,5,Нет,к. Карабулак,ПВЗ,20720,259,13,"2693,6",462,"17305,4",Склад 3,11.02.2025,2025-02-11,259.0,2693.6,17305.4,GGG_Red_6138,72357603,ORD577167,5180,4,5,20720,13,462,3108.0,13997.400000000001,1.0,GGG_Red_6138,72357603,336561684,RND129499599,'70,KZDOO,,1,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,5180.0,11990.0,,0%,5.0,0.36,0.1,0,5180.0,11990.0,True,0.5679733110925771
ORD838770,В пути,80855016,FFF_Titanium_1848,5990,1,5,Новогодняя распродажа,к. Кажим,Постамат,5990,"299,5",17,"1018,3",457,"4215,2",Склад 3,27.01.2025,2025-01-27,299.5,1018.3,4215.2,FFF_Titanium_1848,80855016,ORD838770,5990,1,5,5990,17,457,3594.0,571.1999999999998,0.09535893155258762,FFF_Titanium_1848,80855016,901505154,"6,82368E+12",'77.5,KEEPHONE,,10,'4.90,Чехлы,Чехол для смартфона,'0.41,'0.1,0,0,0,0,0,5990.0,7490.0,,0%,4.9,0.41,0.1,0,5990.0,7490.0,True,0.20026702269692923
ORD606350,В пути,70074612,BBB_Red_5004,2860,2,0,Нет,с. Дубна,Постамат,5720,0,15,858,486,4376,Склад 1,28.02.2025,2025-02-28,0.0,858.0,4376.0,BBB_Red_5004,70074612,ORD606350,2860,2,0,5720,15,486,1716.0,2560.0,0.8951048951048951,BBB_Red_5004,70074612,477575518,"1,93009E+12",'82.5,Robiton,,15,'4.60,Батарейки и аккумуляторы,Батарейка,'0.03,'0.1,1,0,6,0,0,2860.0,11990.0,,0%,4.6,0.03,0.1,0,2860.0,11990.0,True,0.7614678899082569
ORD503373,В пути,98423853,BBB_Pink_8845,5300,2,5,Нет,с. Малоярославец,Курьер,10600,265,11,1166,454,8715,Склад 2,06.01.2025,2025-01-06,265.0,1166.0,8715.0,BBB_Pink_8845,98423853,ORD503373,5300,2,5,10600,11,454,3180.0,5435.0,1.0,BBB_Pink_8845,98423853,528176987,RND858273255,'45,KZDOO,,24,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,10,0,9,0,0,5300.0,11990.0,,0%,4.9,0.36,0.1,0,5300.0,11990.0,True,0.5579649708090075
ORD237377,Доставлен,74588621,HHH_Titanium_9363,2550,1,5,Черная пятница,с. Элиста,Курьер,2550,"127,5",13,"331,5",103,1988,Склад 2,05.09.2025,2025-09-05,127.5,331.5,1988.0,HHH_Titanium_9363,74588621,ORD237377,2550,1,5,2550,13,103,1530.0,408.0,0.16,HHH_Titanium_9363,74588621,279493888,RND790351119,'40,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,2550.0,2550.0,,0%,0.0,0.36,0.1,0,2550.0,2550.0,False,0.0
ORD928466,В пути,70809079,DDD_Titanium_1174,9980,4,0,Новогодняя распродажа,с. Шелагонцы,Курьер,39920,0,13,"5189,6",356,"34374,4",Склад 2,27.08.2025,2025-08-27,0.0,5189.6,34374.4,DDD_Titanium_1174,70809079,ORD928466,9980,4,0,39920,13,356,5988.0,28186.4,1.0,DDD_Titanium_1174,70809079,389983313,"3,34494E+12",'70,KZDOO,,1,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,9980.0,11990.0,,0%,5.0,0.36,0.1,0,9980.0,11990.0,True,0.16763969974979148
ORD310939,В пути,14268446,AAA_Clear_1693,11100,1,0,Черная пятница,клх Петрозаводск,ПВЗ,11100,0,15,1665,127,9308,Склад 3,21.07.2025,2025-07-21,0.0,1665.0,9308.0,AAA_Clear_1693,14268446,ORD310939,11100,1,0,11100,15,127,6660.0,2598.0,0.23405405405405405,AAA_Clear_1693,14268446,561576740,"8,33911E+12",'45,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,0,0,0,11100.0,11990.0,,0%,5.0,0.36,0.1,0,11100.0,11990.0,True,0.07422852376980818
ORD572940,Доставлен,77282880,EEE_Purple_1729,5580,2,10,Нет,с. Воскресенск,Постамат,11160,558,18,"2008,8",209,"8384,2",Склад 1,19.05.2025,2025-05-19,558.0,2008.8,8384.2,EEE_Purple_1729,77282880,ORD572940,5580,2,10,11160,18,209,3348.0,4936.200000000001,0.8846236559139786,EEE_Purple_1729,77282880,522805611,"5,54623E+12",'65,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,14,0,10,0,0,5580.0,11990.0,,0%,0.0,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD938842,В пути,39912009,AAA_Black_7462,4990,3,10,Черная пятница,г. Тында,Постамат,14970,499,19,"2844,3",331,"11295,7",Склад 3,04.08.2025,2025-08-04,499.0,2844.3,11295.7,AAA_Black_7462,39912009,ORD938842,4990,3,10,14970,19,331,2994.0,8151.700000000001,1.0,AAA_Black_7462,39912009,139197688,"3,50335E+12",'37.5,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,4990.0,4990.0,,0%,0.0,0.36,0.1,0,4990.0,4990.0,False,0.0
ORD991607,Доставлен,78884710,AAA_White_5168,11990,4,0,Черная пятница,к. Сочи,Курьер,47960,0,17,"8153,2",380,"39426,8",Склад 2,24.02.2025,2025-02-24,0.0,8153.2,39426.8,AAA_White_5168,78884710,ORD991607,11990,4,0,47960,17,380,7194.0,32032.800000000003,1.0,AAA_White_5168,78884710,251137131,RND844829322,'77.5,KZDOO,,4,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,10,0,0,11990.0,11990.0,,0%,5.0,0.36,0.1,0,11990.0,11990.0,False,0.0
ORD836812,Доставлен,40542742,FFF_Titanium_6126,5200,2,15,Черная пятница,г. Муром,Курьер,10400,780,18,1872,361,7387,Склад 3,27.02.2025,2025-02-27,780.0,1872.0,7387.0,FFF_Titanium_6126,40542742,ORD836812,5200,2,15,10400,18,361,3120.0,4167.0,0.8013461538461538,FFF_Titanium_6126,40542742,404467924,"8,47304E+12",'100,K-DOO,,80,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,10,0,0,5200.0,7900.0,,0%,4.8,0.36,0.1,0,5200.0,7900.0,True,0.34177215189873417
ORD947421,Отменен,54094339,EEE_Blue_6146,6580,4,5,Черная пятница,клх Партизанск,ПВЗ,26320,329,14,"3684,8",119,"22187,2",Склад 3,04.01.2025,2025-01-04,329.0,3684.8,22187.2,EEE_Blue_6146,54094339,ORD947421,6580,4,5,26320,14,119,3948.0,18039.2,1.0,EEE_Blue_6146,54094339,108419734,RND540685598,'57.5,KZDOO,,9,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,10,0,0,6580.0,11990.0,,0%,4.7,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD432422,Отменен,61640595,AAA_Purple_8645,3380,1,10,Нет,с. Энгельс,Постамат,3380,338,13,"439,4",141,"2461,6",Склад 2,13.01.2025,2025-01-13,338.0,439.4,2461.6,AAA_Purple_8645,61640595,ORD432422,3380,1,10,3380,13,141,2028.0,383.5999999999999,0.113491124260355,AAA_Purple_8645,61640595,237574342,RND933413682,'40,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,0,0,0,3380.0,11990.0,,0%,5.0,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD848882,Отменен,91841741,CCC_Pink_9680,7500,3,5,Нет,п. Меренга,ПВЗ,22500,375,13,2925,151,19049,Склад 3,27.09.2025,2025-09-27,375.0,2925.0,19049.0,CCC_Pink_9680,91841741,ORD848882,7500,3,5,22500,13,151,4500.0,14399.0,1.0,CCC_Pink_9680,91841741,687421750,"7,85671E+12",'77.5,KZDOO,,3,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,0,0,0,7500.0,11990.0,,0%,5.0,0.36,0.1,0,7500.0,11990.0,True,0.37447873227689743
ORD814544,Отменен,97750622,FFF_White_2222,6100,1,20,Новогодняя распродажа,д. Эльтон,Постамат,6100,1220,16,976,136,3768,Склад 3,01.05.2025,2025-05-01,1220.0,976.0,3768.0,FFF_White_2222,97750622,ORD814544,6100,1,20,6100,16,136,3660.0,58.0,0.009508196721311476,FFF_White_2222,97750622,807908285,"7,29578E+12",'77.5,KEEPHONE,,1,'4.80,Чехлы,Чехол для смартфона,'0.41,'0.1,1,0,0,0,0,6100.0,11990.0,,0%,4.8,0.41,0.1,0,6100.0,11990.0,True,0.49124270225187655
ORD330746,В пути,64538087,CCC_Clear_4692,3490,3,0,Черная пятница,д. Кедровый,ПВЗ,10470,0,11,"1151,7",171,"9147,3",Склад 1,04.02.2025,2025-02-04,0.0,1151.7,9147.3,CCC_Clear_4692,64538087,ORD330746,3490,3,0,10470,11,171,2094.0,6903.299999999999,1.0,CCC_Clear_4692,64538087,601026191,"7,61154E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'1.32,'0.3,0,0,10,0,0,3490.0,3490.0,,0%,0.0,1.32,0.3,0,3490.0,3490.0,False,0.0
ORD262219,Отменен,69728328,HHH_Red_6449,1800,4,15,Черная пятница,г. Темрюк,Курьер,7200,270,15,1080,375,5475,Склад 3,17.06.2025,2025-06-17,270.0,1080.0,5475.0,HHH_Red_6449,69728328,ORD262219,1800,4,15,7200,15,375,1080.0,4195.0,1.0,HHH_Red_6449,69728328,639690535,"2,77877E+12",'60,Panasonic,,229,'4.80,Батарейки и аккумуляторы,Батарейка,'0.22,'0.1,0,0,0,0,0,1800.0,4900.0,,0%,4.8,0.22,0.1,0,1800.0,4900.0,True,0.6326530612244898
ORD645964,Доставлен,43094185,CCC_White_6356,4700,4,20,Новогодняя распродажа,г. Каспийск,ПВЗ,18800,940,16,3008,432,14420,Склад 1,03.06.2025,2025-06-03,940.0,3008.0,14420.0,CCC_White_6356,43094185,ORD645964,4700,4,20,18800,16,432,2820.0,11400.0,1.0,CCC_White_6356,43094185,483618914,RND956054037,'52.5,KZDOO,,60,'5.00,Чехлы,Чехол для смартфона,'0.65,'0.1,6,0,10,0,1,4700.0,11990.0,,0%,5.0,0.65,0.1,0,4700.0,11990.0,True,0.6080066722268557
ORD709405,В пути,65491653,FFF_Pink_3549,3380,1,20,Черная пятница,п. Томпа,ПВЗ,3380,676,14,"473,2",263,"1967,8",Склад 2,21.08.2025,2025-08-21,676.0,473.2,1967.8,FFF_Pink_3549,65491653,ORD709405,3380,1,20,3380,14,263,2028.0,-110.20000000000005,-0.032603550295858,FFF_Pink_3549,65491653,414727036,"4,68751E+12",'70,KZDOO,,0,'4.10,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,10,0,0,3380.0,11990.0,,0%,4.1,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD947478,Отменен,91964708,GGG_Purple_5633,2380,3,20,Новогодняя распродажа,с. Долинск,Курьер,7140,476,19,"1356,6",377,"4930,4",Склад 1,13.05.2025,2025-05-13,476.0,1356.6,4930.4,GGG_Purple_5633,91964708,ORD947478,2380,3,20,7140,19,377,1428.0,3352.3999999999996,1.0,GGG_Purple_5633,91964708,215758819,RND180367361,'52.5,KZDOO,,109,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,2380.0,7900.0,,0%,4.9,0.36,0.1,0,2380.0,7900.0,True,0.6987341772151898
ORD266755,Доставлен,79587722,BBB_Green_5708,2700,3,0,Нет,клх Новочеркасск,Постамат,8100,0,16,1296,180,6624,Склад 3,16.05.2025,2025-05-16,0.0,1296.0,6624.0,BBB_Green_5708,79587722,ORD266755,2700,3,0,8100,16,180,1620.0,4854.0,1.0,BBB_Green_5708,79587722,231371989,"6,94123E+12",'77.5,KZDOO,,93,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,14,0,8,0,0,2700.0,11990.0,,0%,4.9,0.36,0.1,0,2700.0,11990.0,True,0.7748123436196831
ORD640743,В пути,32484702,HHH_Clear_2518,7300,4,10,Новогодняя распродажа,д. Яшкуль,Постамат,29200,730,12,3504,489,24477,Склад 2,22.01.2025,2025-01-22,730.0,3504.0,24477.0,HHH_Clear_2518,32484702,ORD640743,7300,4,10,29200,12,489,4380.0,19897.0,1.0,HHH_Clear_2518,32484702,804060197,"6,06589E+12",'77.5,KZDOO,,21,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,7300.0,11990.0,,0%,5.0,0.36,0.1,0,7300.0,11990.0,True,0.39115929941618016
ORD287242,В пути,58356356,DDD_Black_9724,2580,1,0,Черная пятница,ст. Сухиничи,Курьер,2580,0,14,"361,2",239,"1979,8",Склад 3,09.08.2025,2025-08-09,0.0,361.2,1979.8,DDD_Black_9724,58356356,ORD287242,2580,1,0,2580,14,239,1548.0,381.79999999999995,0.147984496124031,DDD_Black_9724,58356356,601545403,"1,86588E+12",'70,K-DOO,,14,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,4,0,0,2580.0,11990.0,,0%,4.8,0.36,0.1,0,2580.0,11990.0,True,0.7848206839032527
ORD700247,Отменен,38916371,GGG_Blue_9644,8200,3,10,Новогодняя распродажа,г. Кузнецк,ПВЗ,24600,820,16,3936,438,19406,Склад 3,29.03.2025,2025-03-29,820.0,3936.0,19406.0,GGG_Blue_9644,38916371,ORD700247,8200,3,10,24600,16,438,4920.0,14336.0,1.0,GGG_Blue_9644,38916371,357713415,"6,12347E+12",'77.5,KZDOO,,4,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,0,0,0,8200.0,11990.0,,0%,4.9,0.36,0.1,0,8200.0,11990.0,True,0.31609674728940784
ORD885160,В пути,26751676,CCC_Clear_7128,3500,4,20,Нет,п. Билибино,ПВЗ,14000,700,13,1820,478,11002,Склад 1,29.06.2025,2025-06-29,700.0,1820.0,11002.0,CCC_Clear_7128,26751676,ORD885160,3500,4,20,14000,13,478,2100.0,8702.0,1.0,CCC_Clear_7128,26751676,157046842,"7,99579E+12",'45,KZDOO,,2,'4.20,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,10,0,0,3500.0,11990.0,,0%,4.2,0.36,0.1,0,3500.0,11990.0,True,0.7080900750625522
ORD273772,Доставлен,44703697,CCC_Black_8407,4980,2,20,Черная пятница,ст. Мураши,ПВЗ,9960,996,10,996,445,7523,Склад 3,20.01.2025,2025-01-20,996.0,996.0,7523.0,CCC_Black_8407,44703697,ORD273772,4980,2,20,9960,10,445,2988.0,4435.0,0.8905622489959839,CCC_Black_8407,44703697,855384274,RND309481519,'65,KZDOO,,1,'4.20,Чехлы,Чехол для смартфона,'0.36,'0.1,23,0,10,0,0,4980.0,11990.0,,0%,4.2,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD286215,В пути,11351952,EEE_Blue_1505,2000,1,15,Нет,п. Коломна,Постамат,2000,300,15,300,126,1274,Склад 1,21.06.2025,2025-06-21,300.0,300.0,1274.0,EEE_Blue_1505,11351952,ORD286215,2000,1,15,2000,15,126,1200.0,24.0,0.012,EEE_Blue_1505,11351952,279028018,"3,04134E+12",'82.5,Нет бренда,,0,'5.00,Чехлы,Чехол для смартфона,'0.08,'0.1,0,0,2,0,0,2000.0,7900.0,,0%,5.0,0.08,0.1,0,2000.0,7900.0,True,0.7468354430379747
ORD646772,Доставлен,11000967,CCC_White_6006,5124,2,10,Нет,п. Забайкальск,ПВЗ,10248,"512,4",19,"1947,12",360,"7428,48",Склад 2,31.03.2025,2025-03-31,512.4,1947.12,7428.48,CCC_White_6006,11000967,ORD646772,5124,2,10,10248,19,360,3074.4,4254.08,0.8302263856362216,CCC_White_6006,11000967,526930117,"7,05991E+12",'70,KZDOO,,5,'4.00,Чехлы,Чехол для смартфона,'0.36,'0.1,17,0,0,0,0,5124.0,11990.0,,0%,4.0,0.36,0.1,0,5124.0,11990.0,True,0.5726438698915763
ORD562518,В пути,58035424,DDD_Purple_3955,2700,1,20,Новогодняя распродажа,к. Североуральск,Постамат,2700,540,14,378,148,1634,Склад 2,13.05.2025,2025-05-13,540.0,378.0,1634.0,DDD_Purple_3955,58035424,ORD562518,2700,1,20,2700,14,148,1620.0,-36.0,-0.013333333333333334,DDD_Purple_3955,58035424,794674361,"7,76679E+12",'77.5,KZDOO,,11,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,5,0,0,2700.0,11990.0,,0%,4.9,0.36,0.1,0,2700.0,11990.0,True,0.7748123436196831
ORD634494,Отменен,65992151,FFF_Red_3712,3400,4,5,Нет,с. Лянтор,ПВЗ,13600,170,19,2584,102,10744,Склад 3,12.02.2025,2025-02-12,170.0,2584.0,10744.0,FFF_Red_3712,65992151,ORD634494,3400,4,5,13600,19,102,2040.0,8504.0,1.0,FFF_Red_3712,65992151,354486630,RND954913848,'77.5,KEEPHONE,,9,'5.00,Чехлы,Чехол для смартфона,'0.39,'0.1,0,0,0,0,0,3400.0,3990.0,,0%,5.0,0.39,0.1,0,3400.0,3990.0,True,0.14786967418546365
ORD761535,Доставлен,27574394,AAA_Purple_7824,2000,3,15,Черная пятница,с. Томск,Курьер,6000,300,18,1080,120,4500,Склад 1,09.06.2025,2025-06-09,300.0,1080.0,4500.0,AAA_Purple_7824,27574394,ORD761535,2000,3,15,6000,18,120,1200.0,3150.0,1.0,AAA_Purple_7824,27574394,238993160,"9,95299E+12",'82.5,Нет бренда,,1,'5.00,Чехлы,Чехол для смартфона,'0.08,'0.1,0,0,3,0,0,2000.0,7900.0,,0%,5.0,0.08,0.1,0,2000.0,7900.0,True,0.7468354430379747
