Номер отправления;Статус отправления;Ozon ID;Артикул товара;Итоговая стоимость;Количество товаров в отправлении;Скидка %;Акции;Регион доставки;Способ доставки;Сумма отправления;Скидка, руб.;Вознаграждение %;Вознаграждение, руб.;Стоимость доставки;К выплате;Склад отгрузки;Дата логистической операции
ORD539537;Отменен;12494667;EEE_Purple_6829;2980;3;0;Нет;с. Завьялиха;Курьер;8940;0;10;894;122;7924;Склад 3;08.09.2025
ORD614246;В пути;27622520;CCC_Purple_8847;3490;4;20;Новогодняя распродажа;к. Хужир;Постамат;13960;698;18;2512,8;281;10468,2;Склад 3;26.02.2025
ORD295964;В пути;19765974;BBB_White_6972;2980;4;15;Черная пятница;ст. Алдан;ПВЗ;11920;447;11;1311,2;418;9743,8;Склад 3;22.09.2025
ORD981224;Отменен;11135499;DDD_Pink_5595;5980;3;5;Новогодняя распродажа;г. Кисловодск;Постамат;17940;299;18;3229,2;255;14156,8;Склад 1;13.02.2025
ORD605041;Доставлен;90338470;HHH_Pink_5159;9980;1;10;Новогодняя распродажа;к. Пермь;ПВЗ;9980;998;10;998;253;7731;Склад 2;02.01.2025
ORD275733;Доставлен;94463588;EEE_Pink_5016;4980;3;15;Нет;п. Ногинск (Моск.);Постамат;14940;747;16;2390,4;106;11696,6;Склад 1;16.05.2025
ORD603852;В пути;90338470;HHH_Pink_5159;9980;3;10;Новогодняя распродажа;г. Быково (метеост.);Постамат;29940;998;14;4191,6;283;24467,4;Склад 1;31.08.2025
ORD515578;Доставлен;88322590;EEE_Red_4358;7180;4;15;Черная пятница;п. Лянтор;Постамат;28720;1077;12;3446,4;110;24086,6;Склад 2;04.07.2025
ORD699902;Отменен;60414566;AAA_Black_2294;2650;1;0;Новогодняя распродажа;с. Сергиев Посад;ПВЗ;2650;0;11;291,5;328;2030,5;Склад 2;16.08.2025
ORD651732;Отменен;32921978;FFF_Purple_2135;7180;2;20;Новогодняя распродажа;п. Североморск;Постамат;14360;1436;14;2010,4;302;10611,6;Склад 1;11.05.2025
ORD191013;В пути;35122854;FFF_Titanium_2565;5500;3;10;Новогодняя распродажа;с. Миасс;Курьер;16500;550;11;1815;436;13699;Склад 3;22.04.2025
ORD296243;Отменен;52326977;DDD_Black_1564;1380;1;15;Нет;д. Тимашевск;Постамат;1380;207;14;193,2;332;647,8;Склад 2;11.06.2025
ORD111516;Отменен;29055787;FFF_Blue_7389;7180;3;20;Новогодняя распродажа;клх Невинномысск;Курьер;21540;1436;16;3446,4;229;16428,6;Склад 2;13.04.2025
ORD181522;В пути;84822158;BBB_Blue_9580;5500;3;10;Новогодняя распродажа;клх Анадырь;ПВЗ;16500;550;18;2970;306;12674;Склад 1;15.09.2025
ORD683026;Отменен;41999620;CCC_Green_7276;1420;3;5;Нет;клх Нижнеудинск;ПВЗ;4260;71;16;681,6;379;3128,4;Склад 3;17.08.2025
ORD937783;Отменен;82355303;EEE_Black_2399;3380;3;15;Нет;к. Нарьян-Мар;Постамат;10140;507;10;1014;137;8482;Склад 2;16.07.2025
ORD836468;Отменен;69728328;HHH_Red_6449;1800;4;5;Нет;к. Арзамас;Постамат;7200;90;13;936;348;5826;Склад 1;21.08.2025
ORD803574;Доставлен;32712151;BBB_Blue_6933;5980;1;0;Нет;к. Смоленск;Постамат;5980;0;12;717,6;466;4796,4;Склад 2;19.06.2025
ORD559136;В пути;89466257;FFF_Green_6760;7828;1;5;Черная пятница;ст. Петухово;Курьер;7828;391,4;19;1487,32;219;5730,28;Склад 3;22.05.2025
ORD282188;В пути;99453640;CCC_Green_7311;11100;1;5;Черная пятница;к. Зеленоград;ПВЗ;11100;555;18;1998;350;8197;Склад 1;17.08.2025
ORD217338;В пути;43138987;CCC_Green_3542;6580;3;15;Новогодняя распродажа;к. Плес;Курьер;19740;987;13;2566,2;428;15758,8;Склад 1;15.04.2025
ORD746740;Доставлен;24115955;HHH_Green_2539;5180;4;0;Черная пятница;с. Курган;Курьер;20720;0;10;2072;304;18344;Склад 3;19.05.2025
ORD665406;Доставлен;52067394;HHH_Black_4225;940;3;5;Новогодняя распродажа;клх Арсеньев;Постамат;2820;47;18;507,6;387;1878,4;Склад 1;06.09.2025
ORD423657;В пути;80289394;GGG_Purple_5051;6580;3;20;Черная пятница;п. Лотошино;Постамат;19740;1316;18;3553,2;224;14646,8;Склад 3;20.09.2025
ORD424609;Доставлен;51304009;BBB_Red_7529;6990;1;10;Нет;клх Пушкинские Горы;Курьер;6990;699;18;1258,2;222;4810,8;Склад 1;06.04.2025
ORD667028;В пути;57862472;FFF_Clear_1236;3100;3;5;Нет;к. Сорочинск;Курьер;9300;155;18;1674;367;7104;Склад 3;06.09.2025
ORD987319;Доставлен;42364136;GGG_Blue_5870;2780;2;0;Черная пятница;п. Катав-Ивановск;Постамат;5560;0;14;778,4;382;4399,6;Склад 2;07.05.2025
ORD426911;Отменен;84867398;BBB_Pink_7897;2980;3;5;Черная пятница;д. Каневская;Постамат;8940;149;11;983,4;474;7333,6;Склад 2;27.09.2025
ORD463704;Отменен;45437720;DDD_Black_8635;2850;2;10;Новогодняя распродажа;с. Калач;Курьер;5700;285;14;798;189;4428;Склад 2;21.03.2025
ORD977756;В пути;74682626;FFF_Purple_7037;2780;3;0;Новогодняя распродажа;клх Гудермес;Постамат;8340;0;14;1167,6;287;6885,4;Склад 1;15.03.2025
ORD163133;Доставлен;35690160;GGG_Purple_2856;5648;4;15;Новогодняя распродажа;с. Мезень;Постамат;22592;847,2;14;3162,88;200;18381,92;Склад 3;22.06.2025
ORD503747;Доставлен;86731987;BBB_Clear_1364;6000;4;0;Нет;ст. Москва, МГУ;Курьер;24000;0;15;3600;132;20268;Склад 3;22.02.2025
ORD534634;Отменен;47631395;BBB_Purple_1482;5580;1;15;Нет;к. Котельнич;Курьер;5580;837;12;669,6;261;3812,4;Склад 2;23.07.2025
ORD608763;Отменен;50907007;DDD_White_7187;11100;3;0;Нет;г. Губкин;ПВЗ;33300;0;13;4329;249;28722;Склад 2;10.05.2025
ORD572060;Доставлен;55970003;CCC_Blue_8291;5580;2;10;Нет;д. Дагомыс;Курьер;11160;558;14;1562,4;208;8831,6;Склад 2;14.01.2025
ORD505898;Доставлен;73953828;DDD_Titanium_3655;4990;2;10;Новогодняя распродажа;г. Одинцово;Постамат;9980;499;11;1097,8;218;8165,2;Склад 3;13.09.2025
ORD906007;Доставлен;64821792;GGG_Black_8879;5580;3;0;Нет;п. Пушкин;Курьер;16740;0;14;2343,6;244;14152,4;Склад 2;26.05.2025
ORD685079;Доставлен;43423685;EEE_Purple_1098;3380;2;5;Нет;с. Кириши;Курьер;6760;169;18;1216,8;495;4879,2;Склад 1;04.03.2025
ORD435594;Доставлен;23245835;GGG_Red_8772;2980;4;10;Нет;д. Балашов;Курьер;11920;298;18;2145,6;413;9063,4;Склад 2;04.09.2025
ORD205414;Доставлен;71333535;CCC_Clear_1274;1460;2;15;Нет;г. Рубцовск;ПВЗ;2920;219;14;408,8;128;2164,2;Склад 2;24.07.2025
ORD238258;В пути;35501394;GGG_Blue_9642;2890;1;15;Черная пятница;д. Плес;ПВЗ;2890;433,5;15;433,5;448;1575;Склад 3;22.03.2025
ORD682531;Доставлен;72389005;HHH_Titanium_8232;9980;4;20;Новогодняя распродажа;ст. Кизел;Постамат;39920;1996;10;3992;353;33579;Склад 1;20.05.2025
ORD406559;Отменен;38916371;GGG_Blue_9644;8200;4;15;Новогодняя распродажа;клх Токсово;ПВЗ;32800;1230;16;5248;456;25866;Склад 3;02.05.2025
ORD820339;В пути;70533928;EEE_Clear_8006;5866;4;20;Нет;п. Губаха;Курьер;23464;1173,2;14;3284,96;236;18769,84;Склад 1;22.04.2025
ORD913856;Доставлен;52760747;EEE_Titanium_6892;4700;3;0;Черная пятница;ст. Мытищи;ПВЗ;14100;0;14;1974;285;11841;Склад 1;23.01.2025
ORD681017;Отменен;60822434;GGG_Pink_4564;9100;3;0;Новогодняя распродажа;г. Екатеринбург;Курьер;27300;0;18;4914;458;21928;Склад 2;22.06.2025
ORD817484;В пути;78585756;AAA_Titanium_1682;6580;4;0;Новогодняя распродажа;п. Листвянка (Иркут.);ПВЗ;26320;0;14;3684,8;209;22426,2;Склад 2;14.01.2025
ORD983190;Отменен;22934764;GGG_White_7632;1420;3;5;Нет;с. Черусти;ПВЗ;4260;71;10;426;466;3297;Склад 3;24.07.2025
ORD525096;Доставлен;10425403;HHH_White_4628;3500;2;5;Нет;клх Тында;ПВЗ;7000;175;12;840;431;5554;Склад 3;18.09.2025
ORD169025;Доставлен;47730210;GGG_Purple_5348;9180;3;20;Новогодняя распродажа;ст. Саратов;Курьер;27540;1836;14;3855,6;492;21356,4;Склад 3;14.08.2025
ORD418726;Доставлен;39920707;HHH_Red_5000;1000;3;15;Новогодняя распродажа;г. Мценск;ПВЗ;3000;150;14;420;229;2201;Склад 1;20.09.2025
ORD867825;Доставлен;91524796;CCC_Purple_9225;3380;4;15;Черная пятница;д. Мурманск;Курьер;13520;507;18;2433,6;194;10385,4;Склад 3;06.04.2025
ORD627643;В пути;92465778;DDD_Green_9674;9980;1;0;Новогодняя распродажа;с. Сарапул;Курьер;9980;0;15;1497;232;8251;Склад 1;09.09.2025
ORD744124;В пути;72536399;HHH_Titanium_2358;1600;1;10;Новогодняя распродажа;с. Вилюйск;Постамат;1600;160;16;256;481;703;Склад 1;19.01.2025
ORD394896;Отменен;36763385;DDD_Black_4197;5990;1;5;Нет;ст. Туруханск;ПВЗ;5990;299,5;14;838,6;233;4618,9;Склад 1;02.09.2025
ORD221019;Доставлен;18488674;CCC_Clear_9381;3490;2;5;Новогодняя распродажа;с. Бирск;Постамат;6980;174,5;14;977,2;326;5502,3;Склад 1;29.06.2025
ORD246762;Отменен;80855016;FFF_Titanium_1848;5990;3;0;Нет;д. Звенигород;Постамат;17970;0;14;2515,8;261;15193,2;Склад 1;26.04.2025
ORD439480;В пути;87949160;DDD_Blue_7114;2980;1;5;Новогодняя распродажа;п. Сеймчан;Курьер;2980;149;14;417,2;258;2155,8;Склад 2;04.09.2025
ORD958111;Доставлен;42599054;CCC_Blue_6920;7580;4;0;Новогодняя распродажа;п. Соликамск;ПВЗ;30320;0;15;4548;177;25595;Склад 1;02.07.2025
ORD837052;Доставлен;31817974;BBB_Green_3184;1450;1;20;Новогодняя распродажа;клх Приозерск;Курьер;1450;290;12;174;314;672;Склад 1;18.09.2025
ORD281542;В пути;78143684;AAA_White_7977;3100;1;15;Черная пятница;ст. Яр-Сале;Курьер;3100;465;18;558;439;1638;Склад 2;05.02.2025
ORD515788;В пути;70533928;EEE_Clear_8006;5866;3;10;Нет;г. Малоярославец;ПВЗ;17598;586,6;13;2287,74;119;14604,66;Склад 2;23.05.2025
ORD644070;В пути;74784496;EEE_Red_7366;11100;3;15;Черная пятница;д. Советский;Курьер;33300;1665;11;3663;455;27517;Склад 2;19.03.2025
ORD560559;В пути;64327413;GGG_Pink_5430;3100;3;15;Новогодняя распродажа;п. Вуктыл;ПВЗ;9300;465;10;930;366;7539;Склад 3;07.02.2025
ORD766277;В пути;99230127;BBB_Purple_4146;2980;2;20;Черная пятница;ст. Ребриха;ПВЗ;5960;596;10;596;346;4422;Склад 3;28.06.2025
ORD293980;Доставлен;28964554;HHH_Clear_2719;2700;2;5;Нет;к. Владикавказ;Курьер;5400;135;14;756;350;4159;Склад 1;08.07.2025
ORD341920;В пути;47631395;BBB_Purple_1482;5580;1;10;Новогодняя распродажа;ст. Майкоп;Курьер;5580;558;11;613,8;218;4190,2;Склад 1;08.02.2025
ORD421226;Доставлен;24553956;CCC_White_2543;4780;3;5;Черная пятница;д. Рыбинск;Постамат;14340;239;10;1434;266;12401;Склад 1;12.03.2025
ORD128749;Доставлен;88663806;AAA_Black_2640;1020;1;15;Черная пятница;к. Холмск;Курьер;1020;153;15;153;419;295;Склад 1;01.02.2025
ORD341434;В пути;47335358;GGG_Pink_1893;2780;4;0;Нет;с. Павловская;ПВЗ;11120;0;16;1779,2;222;9118,8;Склад 2;25.03.2025
ORD282461;В пути;90003367;BBB_Clear_6703;7180;4;15;Черная пятница;ст. Архыз;Постамат;28720;1077;10;2872;288;24483;Склад 3;13.05.2025
ORD333902;Доставлен;64327413;GGG_Pink_5430;3100;3;5;Нет;с. Камень-на-Оби;ПВЗ;9300;155;14;1302;107;7736;Склад 2;29.08.2025
ORD835311;В пути;44323356;GGG_Clear_9401;5100;3;15;Новогодняя распродажа;к. Омск;Постамат;15300;765;17;2601;393;11541;Склад 3;06.04.2025
ORD476690;В пути;56970638;AAA_Black_7840;4780;4;0;Новогодняя распродажа;д. Туруханск;Курьер;19120;0;19;3632,8;267;15220,2;Склад 2;08.08.2025
ORD929218;В пути;74588621;HHH_Titanium_9363;2550;3;20;Черная пятница;к. Ханты-Мансийск;Курьер;7650;510;16;1224;310;5606;Склад 1;05.06.2025
ORD341984;Отменен;12157882;CCC_Blue_4419;1600;2;5;Новогодняя распродажа;ст. Белгород;Курьер;3200;80;12;384;145;2591;Склад 3;12.03.2025
ORD538778;Доставлен;63341383;FFF_Clear_7965;690;2;15;Новогодняя распродажа;к. Каргополь;ПВЗ;1380;103,5;17;234,6;496;545,9;Склад 1;22.04.2025
ORD344274;Отменен;14926551;HHH_Blue_4428;5990;3;5;Черная пятница;к. Истра;Постамат;17970;299,5;15;2695,5;220;14755;Склад 3;11.09.2025
ORD343250;В пути;80615239;AAA_White_9065;4990;4;20;Новогодняя распродажа;г. Верхний Тагил;ПВЗ;19960;998;12;2395,2;353;16213,8;Склад 3;30.05.2025
ORD677681;Отменен;18519010;DDD_Blue_8362;6580;1;15;Черная пятница;клх Ангарск;Постамат;6580;987;18;1184,4;332;4076,6;Склад 1;28.08.2025
ORD152928;В пути;32997683;CCC_Purple_7445;2780;3;15;Нет;г. Анадырь;Курьер;8340;417;14;1167,6;414;6341,4;Склад 1;22.04.2025
ORD210887;Отменен;62613196;BBB_Red_1893;6580;3;5;Нет;ст. Новомичуринск;ПВЗ;19740;329;19;3750,6;217;15443,4;Склад 1;30.06.2025
ORD313719;В пути;46536130;HHH_Black_9412;3690;1;5;Нет;д. Каргополь;Курьер;3690;184,5;17;627,3;402;2476,2;Склад 2;15.05.2025
ORD663927;Отменен;61490753;EEE_Purple_3010;1140;3;0;Черная пятница;д. Горячинск;ПВЗ;3420;0;16;547,2;253;2619,8;Склад 3;08.01.2025
ORD732040;Отменен;82503737;EEE_Green_1464;3380;1;20;Черная пятница;к. Елабуга;Курьер;3380;676;17;574,6;264;1865,4;Склад 3;07.08.2025
ORD688861;Отменен;71218572;BBB_White_1747;3100;4;0;Новогодняя распродажа;д. Абинск;ПВЗ;12400;0;14;1736;369;10295;Склад 3;23.08.2025
ORD907982;Доставлен;55570580;BBB_White_3663;11100;2;15;Новогодняя распродажа;г. Омск;ПВЗ;22200;1665;15;3330;413;16792;Склад 1;12.03.2025
ORD538117;Отменен;74588621;HHH_Titanium_9363;2550;4;5;Новогодняя распродажа;п. Алексин;Постамат;10200;127,5;18;1836;366;7870,5;Склад 3;11.01.2025
ORD833364;Доставлен;26492031;BBB_Pink_5852;1800;2;15;Новогодняя распродажа;ст. Гусь-Хрустальный;Курьер;3600;270;16;576;459;2295;Склад 3;14.07.2025
ORD168035;В пути;28074469;HHH_Black_6852;4990;1;15;Новогодняя распродажа;клх Белорецк;Постамат;4990;748,5;18;898,2;214;3129,3;Склад 1;17.06.2025
ORD253610;Отменен;83975242;FFF_Clear_6174;5778;2;10;Черная пятница;с. Ярославль;Постамат;11556;577,8;18;2080,08;460;8438,12;Склад 1;30.08.2025
ORD816846;В пути;74566460;FFF_Blue_4146;11316;4;10;Черная пятница;к. Эльбрус;Курьер;45264;1131,6;19;8600,16;152;35380,24;Склад 3;14.09.2025
ORD306359;В пути;28964554;HHH_Clear_2719;2700;2;15;Нет;г. Сарапул;ПВЗ;5400;405;17;918;363;3714;Склад 2;19.07.2025
ORD500827;Отменен;84436404;DDD_Pink_8616;11100;1;5;Нет;клх Кижи;Постамат;11100;555;15;1665;319;8561;Склад 1;07.04.2025
ORD531344;Доставлен;68159326;HHH_Clear_5825;1240;2;15;Нет;ст. Находка;Курьер;2480;186;11;272,8;297;1724,2;Склад 2;20.09.2025
ORD706846;Отменен;71947674;AAA_Titanium_9034;5500;3;10;Нет;клх Малоярославец;ПВЗ;16500;550;17;2805;224;12921;Склад 2;03.01.2025
ORD921338;В пути;20765137;CCC_Pink_8919;1580;4;5;Черная пятница;д. Чулым;Постамат;6320;79;12;758,4;301;5181,6;Склад 2;13.05.2025
ORD189230;В пути;73878829;BBB_White_4633;2900;3;15;Черная пятница;д. Дербент;Постамат;8700;435;12;1044;164;7057;Склад 2;22.08.2025
ORD517806;Отменен;17625450;EEE_Red_9020;5580;1;20;Черная пятница;г. Луга;Постамат;5580;1116;12;669,6;247;3547,4;Склад 1;16.03.2025
ORD657961;Доставлен;99230127;BBB_Purple_4146;2980;2;20;Новогодняя распродажа;клх Тикси;ПВЗ;5960;596;18;1072,8;139;4152,2;Склад 3;24.02.2025
ORD908935;Доставлен;53977919;GGG_White_4695;5580;3;15;Новогодняя распродажа;к. Сарапул;Постамат;16740;837;18;3013,2;328;12561,8;Склад 3;11.07.2025
ORD990628;В пути;63600414;EEE_White_7899;5580;3;5;Нет;п. Южноуральск;ПВЗ;16740;279;16;2678,4;138;13644,6;Склад 1;06.09.2025
ORD742479;В пути;18156492;GGG_Pink_4591;5980;2;15;Новогодняя распродажа;с. Ишим;Постамат;11960;897;14;1674,4;164;9224,6;Склад 1;18.09.2025
ORD733833;Доставлен;25688149;DDD_Blue_3042;7300;2;15;Черная пятница;клх Ангарск;Курьер;14600;1095;16;2336;134;11035;Склад 2;29.06.2025
ORD351604;Отменен;48759312;AAA_Clear_7073;1490;4;10;Нет;г. Сухиничи;Постамат;5960;149;16;953,6;252;4605,4;Склад 2;18.01.2025
ORD999716;В пути;36814941;FFF_Purple_7592;5500;3;20;Нет;ст. Середниково;Курьер;16500;1100;14;2310;436;12654;Склад 1;25.06.2025
ORD417925;Доставлен;54251905;HHH_Green_1705;2000;3;10;Новогодняя распродажа;д. Нарьян-Мар;Курьер;6000;200;13;780;462;4558;Склад 3;21.05.2025
ORD665347;В пути;77137463;GGG_Red_9072;1550;1;10;Нет;п. Омск;Курьер;1550;155;13;201,5;128;1065,5;Склад 2;09.05.2025
ORD549612;Отменен;33346489;EEE_Purple_4483;1060;4;15;Новогодняя распродажа;п. Россошь;ПВЗ;4240;159;15;636;353;3092;Склад 1;28.04.2025
ORD201257;Доставлен;81628656;EEE_Green_5799;2700;1;10;Новогодняя распродажа;д. Москва;Курьер;2700;270;16;432;373;1625;Склад 1;04.09.2025
ORD157006;В пути;42364136;GGG_Blue_5870;2780;3;20;Нет;с. Краснодар;Постамат;8340;556;14;1167,6;313;6303,4;Склад 1;30.03.2025
ORD575393;Отменен;91504638;AAA_Green_7796;9180;1;10;Новогодняя распродажа;с. Калач-на-Дону;ПВЗ;9180;918;19;1744,2;366;6151,8;Склад 2;01.02.2025
ORD518209;В пути;32484702;HHH_Clear_2518;7300;3;20;Новогодняя распродажа;г. Якутск;Курьер;21900;1460;10;2190;193;18057;Склад 1;04.06.2025
ORD579148;Отменен;88610207;CCC_Titanium_7564;10200;3;10;Новогодняя распродажа;клх Выборг;ПВЗ;30600;1020;13;3978;295;25307;Склад 3;29.03.2025
ORD240278;Отменен;77879975;AAA_Black_1398;2580;1;20;Новогодняя распродажа;п. Вытегра;ПВЗ;2580;516;14;361,2;256;1446,8;Склад 1;28.04.2025
ORD906071;Доставлен;88610207;CCC_Titanium_7564;10200;1;10;Нет;п. Льгов;ПВЗ;10200;1020;10;1020;135;8025;Склад 2;18.09.2025
ORD701823;Отменен;69113632;GGG_Red_8930;2100;2;10;Черная пятница;ст. Серов;Постамат;4200;210;13;546;350;3094;Склад 3;08.02.2025
ORD603492;В пути;80774380;HHH_Blue_9425;2490;2;5;Черная пятница;п. Сасово;Курьер;4980;124,5;12;597,6;298;3959,9;Склад 3;27.05.2025
ORD269402;Отменен;14926551;HHH_Blue_4428;5990;2;20;Новогодняя распродажа;с. Урюпинск;ПВЗ;11980;1198;15;1797;210;8775;Склад 1;30.04.2025
ORD343200;Отменен;68455110;AAA_Purple_5764;4980;3;20;Новогодняя распродажа;д. Охотск;ПВЗ;14940;996;13;1942,2;289;11712,8;Склад 1;13.02.2025
ORD499443;Доставлен;33336859;BBB_Blue_8197;6000;1;20;Новогодняя распродажа;ст. Пенза;ПВЗ;6000;1200;17;1020;410;3370;Склад 3;09.05.2025
ORD775681;Отменен;74559111;AAA_Purple_3253;1390;4;0;Черная пятница;г. Калуга;Курьер;5560;0;15;834;420;4306;Склад 1;20.03.2025
ORD627665;Отменен;44260719;HHH_Purple_8562;3790;3;10;Новогодняя распродажа;п. Златоуст;ПВЗ;11370;379;11;1250,7;359;9381,3;Склад 2;06.09.2025
ORD746426;В пути;27685318;GGG_Pink_4187;5300;4;20;Нет;клх Краснокамск;ПВЗ;21200;1060;17;3604;287;16249;Склад 3;01.09.2025
ORD429991;Доставлен;60654307;EEE_Pink_1140;3100;1;0;Нет;клх Урус-Мартан;Постамат;3100;0;10;310;330;2460;Склад 1;16.06.2025
ORD253796;Доставлен;21059414;AAA_Titanium_6208;2100;3;5;Нет;ст. Ирбит;Курьер;6300;105;18;1134;254;4807;Склад 3;10.01.2025
ORD233297;Доставлен;78108555;BBB_Green_2236;6050;4;20;Черная пятница;с. Териберка;Постамат;24200;1210;19;4598;150;18242;Склад 1;06.09.2025
ORD820201;Отменен;45765450;AAA_Green_9615;3180;4;20;Новогодняя распродажа;п. Уфа;Курьер;12720;636;13;1653,6;254;10176,4;Склад 1;25.01.2025
ORD497158;Доставлен;87949160;DDD_Blue_7114;2980;2;0;Новогодняя распродажа;ст. Алапаевск;Курьер;5960;0;19;1132,4;312;4515,6;Склад 2;26.04.2025
ORD717303;Отменен;11000967;CCC_White_6006;5124;2;10;Новогодняя распродажа;д. Махачкала;Курьер;10248;512,4;17;1742,16;339;7654,44;Склад 1;22.02.2025
ORD208495;Отменен;46766529;GGG_Pink_5778;7000;2;5;Черная пятница;к. Курчатов;Постамат;14000;350;19;2660;474;10516;Склад 1;05.07.2025
ORD577574;В пути;96712748;FFF_White_8621;11100;3;20;Черная пятница;п. Дно;Постамат;33300;2220;16;5328;410;25342;Склад 1;08.07.2025
ORD763421;В пути;24565729;HHH_White_4631;9180;1;10;Черная пятница;д. Мончегорск;Постамат;9180;918;12;1101,6;160;7000,4;Склад 2;17.08.2025
ORD309584;В пути;82500306;FFF_Green_5531;5500;1;5;Черная пятница;клх Омск;Постамат;5500;275;18;990;169;4066;Склад 1;11.09.2025
ORD202961;В пути;26669048;CCC_Green_5342;11990;2;15;Нет;г. Октябрьское (Челяб.);ПВЗ;23980;1798,5;11;2637,8;140;19403,7;Склад 1;18.08.2025
ORD515740;В пути;64538087;CCC_Clear_4692;3490;2;15;Черная пятница;к. Усть-Катав;ПВЗ;6980;523,5;12;837,6;395;5223,9;Склад 1;02.01.2025
ORD952337;Отменен;74085515;CCC_Purple_3517;5990;2;5;Черная пятница;ст. Белоярский;ПВЗ;11980;299,5;12;1437,6;382;9860,9;Склад 3;17.09.2025
ORD770446;Отменен;64096625;GGG_Black_5356;700;4;0;Черная пятница;с. Беломорск;Курьер;2800;0;13;364;494;1942;Склад 2;28.09.2025
ORD587195;Доставлен;74692955;DDD_Black_2968;5124;2;5;Новогодняя распродажа;д. Калевала;ПВЗ;10248;256,2;15;1537,2;308;8146,6;Склад 3;28.01.2025
ORD862463;Отменен;79101202;EEE_Blue_3320;3780;4;5;Новогодняя распродажа;с. Геленджик;Курьер;15120;189;17;2570,4;430;11930,6;Склад 2;03.05.2025
ORD766562;Отменен;51684723;DDD_Green_6168;7180;1;0;Новогодняя распродажа;ст. Тында;Постамат;7180;0;19;1364,2;330;5485,8;Склад 2;22.02.2025
ORD639283;В пути;26492321;EEE_Purple_3803;2300;3;0;Нет;к. Южно-Сахалинск;Курьер;6900;0;10;690;449;5761;Склад 3;11.05.2025
ORD585568;Отменен;48742299;CCC_Pink_8383;11100;3;10;Нет;к. Амурск;Курьер;33300;1110;19;6327;388;25475;Склад 2;01.06.2025
ORD357717;В пути;35024002;AAA_Red_8375;3100;3;10;Черная пятница;г. Малоярославец;ПВЗ;9300;310;19;1767;357;6866;Склад 2;23.09.2025
ORD106113;Доставлен;20586151;CCC_Red_5609;6990;3;0;Новогодняя распродажа;г. Лабинск;Постамат;20970;0;10;2097;326;18547;Склад 3;25.07.2025
ORD295242;Доставлен;65489961;HHH_Clear_2252;6420;4;15;Нет;п. Чермоз;Постамат;25680;963;13;3338,4;389;20989,6;Склад 1;18.04.2025
ORD207964;Отменен;43776637;EEE_Blue_5790;5980;4;15;Новогодняя распродажа;г. Колпашево;ПВЗ;23920;897;18;4305,6;267;18450,4;Склад 2;26.09.2025
ORD502589;Доставлен;52760747;EEE_Titanium_6892;4700;2;5;Нет;клх Чокурдах;Постамат;9400;235;16;1504;138;7523;Склад 3;27.03.2025
ORD449347;Отменен;30321714;CCC_Pink_5146;11000;4;20;Нет;г. Новороссийка;Постамат;44000;2200;17;7480;115;34205;Склад 2;10.08.2025
ORD805122;Доставлен;44062204;GGG_Pink_2020;5380;2;5;Черная пятница;ст. Гусь-Хрустальный;Постамат;10760;269;17;1829,2;291;8370,8;Склад 3;26.02.2025
ORD557046;В пути;33846396;GGG_White_5000;3290;2;5;Черная пятница;с. Пятигорск;ПВЗ;6580;164,5;14;921,2;339;5155,3;Склад 1;04.02.2025
ORD387803;В пути;52760747;EEE_Titanium_6892;4700;3;20;Нет;с. Арзамас;Постамат;14100;940;10;1410;131;11619;Склад 2;27.09.2025
ORD949673;В пути;76161009;AAA_Green_4817;6190;4;0;Черная пятница;к. Белый Яр (Томск.);Курьер;24760;0;15;3714;214;20832;Склад 1;08.01.2025
ORD794817;В пути;70160612;AAA_Purple_3399;7828;4;15;Нет;с. Ноябрьск;Курьер;31312;1174,2;10;3131,2;228;26778,6;Склад 1;03.03.2025
ORD245377;Отменен;89459784;FFF_Purple_8560;6580;2;5;Нет;к. Елец;Постамат;13160;329;16;2105,6;325;10400,4;Склад 3;25.04.2025
ORD151999;Доставлен;91763078;CCC_Clear_8930;1080;2;20;Новогодняя распродажа;к. Волгодонск;ПВЗ;2160;216;18;388,8;211;1344,2;Склад 2;03.04.2025
ORD690109;Отменен;34643765;GGG_Black_5712;6980;1;10;Черная пятница;г. Кузнецк;ПВЗ;6980;698;15;1047;138;5097;Склад 2;31.08.2025
ORD624535;В пути;10678165;GGG_White_4316;3490;1;5;Черная пятница;клх Моздок;ПВЗ;3490;174,5;19;663,1;165;2487,4;Склад 2;07.04.2025
ORD753696;Отменен;48542574;BBB_Pink_9074;4990;2;15;Черная пятница;к. Северо-Курильск;Постамат;9980;748,5;14;1397,2;169;7665,3;Склад 2;04.05.2025
ORD684092;Доставлен;36225094;EEE_Titanium_6804;5980;1;0;Новогодняя распродажа;п. Барнаул;Постамат;5980;0;17;1016,6;437;4526,4;Склад 2;04.06.2025
ORD968983;Отменен;55068920;GGG_Green_8385;1260;1;5;Новогодняя распродажа;с. Южно-Сахалинск;Курьер;1260;63;16;201,6;213;782,4;Склад 3;05.08.2025
ORD961386;Доставлен;71446261;EEE_Titanium_2576;5180;2;5;Новогодняя распродажа;п. Ростов;ПВЗ;10360;259;19;1968,4;385;7747,6;Склад 2;14.05.2025
ORD477799;Отменен;87709977;GGG_Black_5508;5648;2;20;Черная пятница;клх Жуковский;Курьер;11296;1129,6;17;1920,32;327;7919,08;Склад 1;17.05.2025
